protocol,cycle,SOH,CAP_Ah,SOC,soc_group,direction,rate_rank,I_A,CRate_rated,tau_s,tau_actual_s,V_pre_V,V_tau_V,R_mOhm,file
CC,40,0.99362,2.95442,0.1616,10,discharge,0,-2.958,0.986,10.0,9.9,3.4426,3.3985,14.9112,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.1615,10,discharge,1,-11.82,3.94,10.0,9.9,3.4431,3.2757,14.1624,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.1614,10,discharge,2,-23.642,7.881,10.0,9.9,3.4441,3.1048,14.3516,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.1614,10,discharge,3,-33.982,11.327,10.0,9.9,3.4429,2.9308,15.0697,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.1123,11,discharge,0,-2.958,0.986,10.0,9.9,3.4032,3.3543,16.5298,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.1123,11,discharge,1,-11.82,3.94,10.0,9.9,3.4036,3.1986,17.3435,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.1122,11,discharge,2,-23.641,7.88,10.0,9.9,3.4054,2.8858,21.9788,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.1121,11,discharge,3,-33.983,11.328,10.0,9.9,3.4035,2.5081,26.3485,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.0631,12,discharge,0,-2.958,0.986,10.0,9.9,3.3413,3.2686,24.5766,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.063,12,discharge,1,-11.82,3.94,10.0,9.9,3.3432,2.8949,37.9272,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.0629,12,discharge,2,-23.639,7.88,10.0,9.9,3.3452,2.5235,34.7604,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.0628,12,discharge,3,-20.473,6.824,10.0,9.9,3.3454,2.5212,40.2579,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,76,0.99023,2.94434,1.0,0,discharge,0,-2.947,0.982,10.0,9.9,4.1798,4.1288,17.3063,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.9999,0,discharge,1,-11.786,3.929,10.0,9.9,4.1796,3.9913,15.9766,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.9998,0,discharge,2,-23.569,7.856,10.0,9.9,4.1795,3.8328,14.71,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.9991,0,discharge,3,-33.877,11.292,10.0,9.9,4.1778,3.7092,13.8324,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.9497,1,discharge,0,-2.949,0.983,10.0,9.9,4.1034,4.0614,14.2426,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.9497,1,discharge,1,-11.787,3.929,10.0,9.9,4.1034,3.9435,13.5658,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.9496,1,discharge,2,-23.57,7.857,10.0,9.9,4.1037,3.8007,12.8553,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.9495,1,discharge,3,-33.878,11.293,10.0,9.9,4.1039,3.6806,12.4948,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.9006,2,discharge,0,-2.947,0.982,10.0,9.9,4.0828,4.0424,13.7084,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.9006,2,discharge,1,-11.787,3.929,10.0,9.91,4.0822,3.9265,13.2095,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.9005,2,discharge,2,-23.568,7.856,10.0,9.9,4.083,3.7837,12.6994,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.9004,2,discharge,3,-33.878,11.293,10.0,9.9,4.0834,3.6607,12.4771,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.8025,3,discharge,0,-2.947,0.982,10.0,9.9,4.0277,3.9818,15.5736,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.8024,3,discharge,1,-11.787,3.929,10.0,9.9,4.028,3.8517,14.9572,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.8023,3,discharge,2,-23.569,7.856,10.0,9.9,4.0288,3.7011,13.9039,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.8022,3,discharge,3,-33.879,11.293,10.0,9.9,4.0291,3.5762,13.3682,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.7042,4,discharge,0,-2.947,0.982,10.0,9.9,3.9226,3.8752,16.0825,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
CC,76,0.99023,2.94434,0.7042,4,discharge,1,-11.784,3.928,10.0,9.9,3.9227,3.7512,14.5536,05-17-21_13.52_CC_protocol_HPPC_IN21700_30T_cycle_#76.mat
