cmd,soc,soh,tau_s,cycles,iters,stack,kf,ks,r_eff,i_star,us
TRIM,0.8047,0.9114,2.0,3457,0,560,1.153843641281128,1.044560432434082,0.0,0.0,13.828
SOLVE,0.8047,0.9114,2.0,22298,17,560,1.153843641281128,1.044560432434082,0.0,-64.76057434082031,89.192
FULL,0.8047,0.9114,2.0,25708,17,560,1.153843641281128,1.044560432434082,0.0,-64.76057434082031,102.832
FEAT,0.8047,0.9114,2.0,6165,0,560,1.153843641281128,1.044560432434082,0.0,0.0,24.66
FEAT_A8,0.8047,0.9114,2.0,3034,0,560,1.153843641281128,1.044560432434082,0.0,0.0,12.136
EKF,0.8047,0.9114,2.0,3416,0,560,1.153843641281128,1.044560432434082,0.0,0.2405702769756317,13.664
EKF_P,0.8047,0.9114,2.0,2339,0,560,1.153843641281128,1.044560432434082,0.0,0.24149620532989502,9.356
REFF,0.7374,0.8813,2.0,1340,0,560,0.9894112944602966,0.9937296509742737,0.014773951843380928,0.0,5.36
TRIM,0.7374,0.8813,2.0,3382,0,560,0.9894112944602966,0.9937296509742737,0.0,0.0,13.528
SOLVE,0.7374,0.8813,2.0,22298,17,560,0.9894112944602966,0.9937296509742737,0.0,-62.71549987792969,89.192
FULL,0.7374,0.8813,2.0,25633,17,560,0.9894112944602966,0.9937296509742737,0.0,-62.71549987792969,102.532
FEAT,0.7374,0.8813,2.0,6133,0,560,0.9894112944602966,0.9937296509742737,0.0,0.0,24.532
FEAT_A8,0.7374,0.8813,2.0,3034,0,560,0.9894112944602966,0.9937296509742737,0.0,0.0,12.136
EKF,0.7374,0.8813,2.0,3416,0,560,0.9894112944602966,0.9937296509742737,0.0,0.237000972032547,13.664
EKF_P,0.7374,0.8813,2.0,2339,0,560,0.9894112944602966,0.9937296509742737,0.0,0.2379269003868103,9.356
REFF,0.2516,0.8595,2.0,1340,0,560,1.0560240745544434,1.0144376754760742,0.020408213138580322,0.0,5.36
TRIM,0.2516,0.8595,2.0,3370,0,560,1.0560240745544434,1.0144376754760742,0.0,0.0,13.48
SOLVE,0.2516,0.8595,2.0,22298,17,560,1.0560240745544434,1.0144376754760742,0.0,-59.503753662109375,89.192
FULL,0.2516,0.8595,2.0,25621,17,560,1.0560240745544434,1.0144376754760742,0.0,-59.503753662109375,102.484
FEAT,0.2516,0.8595,2.0,6133,0,560,1.0560240745544434,1.0144376754760742,0.0,0.0,24.532
FEAT_A8,0.2516,0.8595,2.0,3034,0,560,1.0560240745544434,1.0144376754760742,0.0,0.0,12.136
EKF,0.2516,0.8595,2.0,3416,0,560,1.0560240745544434,1.0144376754760742,0.0,0.23661409318447113,13.664
EKF_P,0.2516,0.8595,2.0,2339,0,560,1.0560240745544434,1.0144376754760742,0.0,0.23754002153873444,9.356
REFF,0.4966,0.8848,2.0,1340,0,560,1.0989580154418945,1.0275921821594238,0.015532669611275196,0.0,5.36
TRIM,0.4966,0.8848,2.0,3457,0,560,1.0989580154418945,1.0275921821594238,0.0,0.0,13.828
SOLVE,0.4966,0.8848,2.0,22298,17,560,1.0989580154418945,1.0275921821594238,0.0,-58.57785415649414,89.192
