config,perturbation,run_index,cell,soh,rmse_full_pct,rmse_tail_pct
EKF no gate,initial SOC -10 %p,17,BOOST_NEGPULSE,0.6821,7.0935,6.2679
EKF no gate,initial SOC -10 %p,18,BOOST_REST,1.0000,1.1051,1.0043
EKF no gate,initial SOC -10 %p,19,BOOST_REST,0.9384,1.7113,1.5488
EKF no gate,initial SOC -10 %p,20,BOOST_REST,0.8642,2.2038,2.1370
EKF no gate,initial SOC -10 %p,21,BOOST_REST,0.7854,3.1308,3.0059
EKF no gate,initial SOC -10 %p,22,BOOST_REST,0.7398,2.9400,2.6313
EKF no gate,initial SOC -10 %p,23,BOOST_REST,0.6915,6.9535,6.7869
EKF no gate,initial SOC -10 %p,24,CC_CELL2,1.0000,1.1803,1.3044
EKF no gate,initial SOC -10 %p,25,CC_CELL2,0.9320,2.3645,2.3719
EKF no gate,initial SOC -10 %p,26,CC_CELL2,0.8829,3.2332,3.2977
EKF no gate,initial SOC -10 %p,27,CC_CELL2,0.8282,4.2117,4.4609
EKF no gate,initial SOC -10 %p,28,CC_CELL2,0.7679,5.0343,4.5820
EKF no gate,initial SOC -10 %p,29,CC_CELL2,0.6870,6.8182,5.6702
EKF no gate,initial SOC -10 %p,30,BOOST_NEGPULSE_1S,0.9909,1.4493,1.3964
EKF no gate,initial SOC -10 %p,31,BOOST_NEGPULSE_1S,0.9339,1.5745,1.6075
EKF no gate,initial SOC -10 %p,32,BOOST_NEGPULSE_1S,0.8724,1.5945,1.3823
EKF no gate,initial SOC -10 %p,33,BOOST_NEGPULSE_1S,0.8251,2.2002,1.5255
EKF no gate,initial SOC -10 %p,34,BOOST_NEGPULSE_1S,0.8251,7.7732,8.0169
EKF no gate,initial SOC -10 %p,35,BOOST_NEGPULSE_1S,0.6925,3.5766,1.6358
EKF no gate,current offset +0.10 A,0,CC,1.0000,1.0925,1.0568
EKF no gate,current offset +0.10 A,1,CC,0.9468,1.3404,1.4629
EKF no gate,current offset +0.10 A,2,CC,0.9024,1.7813,2.0128
EKF no gate,current offset +0.10 A,3,CC,0.8622,1.9589,2.2098
EKF no gate,current offset +0.10 A,4,CC,0.7986,3.1699,1.9611
EKF no gate,current offset +0.10 A,5,CC,0.6957,4.4058,2.1576
EKF no gate,current offset +0.10 A,6,BOOST,1.0000,1.1979,1.2836
EKF no gate,current offset +0.10 A,7,BOOST,0.9438,1.4847,1.5653
EKF no gate,current offset +0.10 A,8,BOOST,0.8960,1.8987,2.1133
EKF no gate,current offset +0.10 A,9,BOOST,0.8507,2.1148,2.2755
EKF no gate,current offset +0.10 A,10,BOOST,0.7809,2.8458,1.7471
EKF no gate,current offset +0.10 A,11,BOOST,0.6921,4.4869,2.6477
EKF no gate,current offset +0.10 A,12,BOOST_NEGPULSE,1.0000,0.8220,1.1187
EKF no gate,current offset +0.10 A,13,BOOST_NEGPULSE,0.9330,1.3736,1.5070
EKF no gate,current offset +0.10 A,14,BOOST_NEGPULSE,0.8672,1.6073,1.8267
EKF no gate,current offset +0.10 A,15,BOOST_NEGPULSE,0.7944,1.5032,1.8081
EKF no gate,current offset +0.10 A,16,BOOST_NEGPULSE,0.7612,2.6369,1.7544
EKF no gate,current offset +0.10 A,17,BOOST_NEGPULSE,0.6821,5.4373,3.7680
EKF no gate,current offset +0.10 A,18,BOOST_REST,1.0000,0.9136,0.8748
EKF no gate,current offset +0.10 A,19,BOOST_REST,0.9384,1.2995,1.2909
EKF no gate,current offset +0.10 A,20,BOOST_REST,0.8642,1.4375,1.5446
EKF no gate,current offset +0.10 A,21,BOOST_REST,0.7854,1.9769,1.8008
EKF no gate,current offset +0.10 A,22,BOOST_REST,0.7398,1.8801,1.2935
EKF no gate,current offset +0.10 A,23,BOOST_REST,0.6915,5.1993,4.2925
EKF no gate,current offset +0.10 A,24,CC_CELL2,1.0000,0.9921,1.1436
EKF no gate,current offset +0.10 A,25,CC_CELL2,0.9320,1.8240,1.8991
EKF no gate,current offset +0.10 A,26,CC_CELL2,0.8829,2.4559,2.5954
EKF no gate,current offset +0.10 A,27,CC_CELL2,0.8282,3.1027,3.3924
EKF no gate,current offset +0.10 A,28,CC_CELL2,0.7679,3.7193,2.7090
EKF no gate,current offset +0.10 A,29,CC_CELL2,0.6870,5.3019,3.6830
EKF no gate,current offset +0.10 A,30,BOOST_NEGPULSE_1S,0.9909,1.1827,1.1468
EKF no gate,current offset +0.10 A,31,BOOST_NEGPULSE_1S,0.9339,1.1976,1.3215
EKF no gate,current offset +0.10 A,32,BOOST_NEGPULSE_1S,0.8724,1.3533,1.3453
EKF no gate,current offset +0.10 A,33,BOOST_NEGPULSE_1S,0.8251,1.8597,1.3906
EKF no gate,current offset +0.10 A,34,BOOST_NEGPULSE_1S,0.8251,6.7956,6.7842
EKF no gate,current offset +0.10 A,35,BOOST_NEGPULSE_1S,0.6925,3.2480,1.6727
EKF no gate,current offset -0.10 A,0,CC,1.0000,1.5598,1.5761
EKF no gate,current offset -0.10 A,1,CC,0.9468,2.2116,2.2343
EKF no gate,current offset -0.10 A,2,CC,0.9024,2.9116,2.9320
EKF no gate,current offset -0.10 A,3,CC,0.8622,3.3294,3.3523
EKF no gate,current offset -0.10 A,4,CC,0.7986,4.7739,3.7361
EKF no gate,current offset -0.10 A,5,CC,0.6957,6.5189,5.0263
EKF no gate,current offset -0.10 A,6,BOOST,1.0000,1.7312,1.7200
EKF no gate,current offset -0.10 A,7,BOOST,0.9438,2.3295,2.2909
EKF no gate,current offset -0.10 A,8,BOOST,0.8960,3.0573,3.0666
EKF no gate,current offset -0.10 A,9,BOOST,0.8507,3.6279,3.4657
EKF no gate,current offset -0.10 A,10,BOOST,0.7809,4.4088,3.2908
EKF no gate,current offset -0.10 A,11,BOOST,0.6921,7.0033,5.9038
EKF no gate,current offset -0.10 A,12,BOOST_NEGPULSE,1.0000,0.9381,0.9579
EKF no gate,current offset -0.10 A,13,BOOST_NEGPULSE,0.9330,2.2392,2.0041
EKF no gate,current offset -0.10 A,14,BOOST_NEGPULSE,0.8672,3.1287,2.9965
EKF no gate,current offset -0.10 A,15,BOOST_NEGPULSE,0.7944,3.3674,3.4307
EKF no gate,current offset -0.10 A,16,BOOST_NEGPULSE,0.7612,5.1076,5.1576
EKF no gate,current offset -0.10 A,17,BOOST_NEGPULSE,0.6821,8.8180,9.1363
EKF no gate,current offset -0.10 A,18,BOOST_REST,1.0000,1.3241,1.2449
EKF no gate,current offset -0.10 A,19,BOOST_REST,0.9384,2.2000,1.9516
EKF no gate,current offset -0.10 A,20,BOOST_REST,0.8642,3.1341,3.0249
EKF no gate,current offset -0.10 A,21,BOOST_REST,0.7854,4.4364,4.4844
EKF no gate,current offset -0.10 A,22,BOOST_REST,0.7398,4.4279,4.6604
EKF no gate,current offset -0.10 A,23,BOOST_REST,0.6915,9.0145,10.0413
EKF no gate,current offset -0.10 A,24,CC_CELL2,1.0000,1.4074,1.5113
EKF no gate,current offset -0.10 A,25,CC_CELL2,0.9320,2.9248,2.8818
EKF no gate,current offset -0.10 A,26,CC_CELL2,0.8829,4.0448,4.0673
EKF no gate,current offset -0.10 A,27,CC_CELL2,0.8282,5.3634,5.6102
EKF no gate,current offset -0.10 A,28,CC_CELL2,0.7679,6.4571,6.6303
EKF no gate,current offset -0.10 A,29,CC_CELL2,0.6870,8.4665,8.2626
EKF no gate,current offset -0.10 A,30,BOOST_NEGPULSE_1S,0.9909,1.7200,1.6174
EKF no gate,current offset -0.10 A,31,BOOST_NEGPULSE_1S,0.9339,2.0648,2.0379
EKF no gate,current offset -0.10 A,32,BOOST_NEGPULSE_1S,0.8724,2.2432,1.9678
EKF no gate,current offset -0.10 A,33,BOOST_NEGPULSE_1S,0.8251,2.9946,2.4314
EKF no gate,current offset -0.10 A,34,BOOST_NEGPULSE_1S,0.8251,8.7780,9.3155
EKF no gate,current offset -0.10 A,35,BOOST_NEGPULSE_1S,0.6925,4.3538,3.1589
EKF no gate,current gain +1 %,0,CC,1.0000,1.3356,1.3398
EKF no gate,current gain +1 %,1,CC,0.9468,1.7907,1.8814
EKF no gate,current gain +1 %,2,CC,0.9024,2.3591,2.4968
EKF no gate,current gain +1 %,3,CC,0.8622,2.6099,2.6946
EKF no gate,current gain +1 %,4,CC,0.7986,3.9063,2.6540
EKF no gate,current gain +1 %,5,CC,0.6957,5.4107,3.5533
EKF no gate,current gain +1 %,6,BOOST,1.0000,1.4562,1.5276
EKF no gate,current gain +1 %,7,BOOST,0.9438,1.8879,1.9155
EKF no gate,current gain +1 %,8,BOOST,0.8960,2.4513,2.5534
EKF no gate,current gain +1 %,9,BOOST,0.8507,2.8415,2.8128
EKF no gate,current gain +1 %,10,BOOST,0.7809,3.5338,2.1732
EKF no gate,current gain +1 %,11,BOOST,0.6921,5.7452,4.1221
EKF no gate,current gain +1 %,12,BOOST_NEGPULSE,1.0000,0.8869,1.0642
EKF no gate,current gain +1 %,13,BOOST_NEGPULSE,0.9330,1.8049,1.7411
EKF no gate,current gain +1 %,14,BOOST_NEGPULSE,0.8672,2.3305,2.3126
EKF no gate,current gain +1 %,15,BOOST_NEGPULSE,0.7944,2.2248,2.2604
EKF no gate,current gain +1 %,16,BOOST_NEGPULSE,0.7612,3.7099,3.0215
EKF no gate,current gain +1 %,17,BOOST_NEGPULSE,0.6821,7.0753,6.1823
EKF no gate,current gain +1 %,18,BOOST_REST,1.0000,1.1399,1.0829
EKF no gate,current gain +1 %,19,BOOST_REST,0.9384,1.7613,1.6312
EKF no gate,current gain +1 %,20,BOOST_REST,0.8642,2.2533,2.1795
EKF no gate,current gain +1 %,21,BOOST_REST,0.7854,3.1596,2.9624
EKF no gate,current gain +1 %,22,BOOST_REST,0.7398,2.9411,2.5303
EKF no gate,current gain +1 %,23,BOOST_REST,0.6915,6.9246,6.6798
EKF no gate,current gain +1 %,24,CC_CELL2,1.0000,1.2131,1.3595
EKF no gate,current gain +1 %,25,CC_CELL2,0.9320,2.4033,2.4266
EKF no gate,current gain +1 %,26,CC_CELL2,0.8829,3.2729,3.3291
EKF no gate,current gain +1 %,27,CC_CELL2,0.8282,4.2288,4.4136
EKF no gate,current gain +1 %,28,CC_CELL2,0.7679,5.0291,4.4778
EKF no gate,current gain +1 %,29,CC_CELL2,0.6870,6.8134,5.6560
EKF no gate,current gain +1 %,30,BOOST_NEGPULSE_1S,0.9909,1.4864,1.4421
EKF no gate,current gain +1 %,31,BOOST_NEGPULSE_1S,0.9339,1.6269,1.6868
EKF no gate,current gain +1 %,32,BOOST_NEGPULSE_1S,0.8724,1.6639,1.4592
EKF no gate,current gain +1 %,33,BOOST_NEGPULSE_1S,0.8251,2.2522,1.5507
EKF no gate,current gain +1 %,34,BOOST_NEGPULSE_1S,0.8251,7.7679,7.9724
EKF no gate,current gain +1 %,35,BOOST_NEGPULSE_1S,0.6925,3.5987,1.6731
EKF no gate,current gain -1 %,0,CC,1.0000,1.2805,1.2185
EKF no gate,current gain -1 %,1,CC,0.9468,1.7071,1.7557
EKF no gate,current gain -1 %,2,CC,0.9024,2.2643,2.3812
EKF no gate,current gain -1 %,3,CC,0.8622,2.5274,2.6510
EKF no gate,current gain -1 %,4,CC,0.7986,3.8674,2.7568
EKF no gate,current gain -1 %,5,CC,0.6957,5.3583,3.4091
EKF no gate,current gain -1 %,6,BOOST,1.0000,1.4059,1.4437
EKF no gate,current gain -1 %,7,BOOST,0.9438,1.8099,1.8037
EKF no gate,current gain -1 %,8,BOOST,0.8960,2.3617,2.4514
EKF no gate,current gain -1 %,9,BOOST,0.8507,2.7677,2.8028
EKF no gate,current gain -1 %,10,BOOST,0.7809,3.4739,2.2154
EKF no gate,current gain -1 %,11,BOOST,0.6921,5.7247,4.1825
EKF no gate,current gain -1 %,12,BOOST_NEGPULSE,1.0000,0.7810,0.9048
EKF no gate,current gain -1 %,13,BOOST_NEGPULSE,0.9330,1.6911,1.5412
EKF no gate,current gain -1 %,14,BOOST_NEGPULSE,0.8672,2.2108,2.1727
EKF no gate,current gain -1 %,15,BOOST_NEGPULSE,0.7944,2.1614,2.2919
EKF no gate,current gain -1 %,16,BOOST_NEGPULSE,0.7612,3.6620,3.1130
EKF no gate,current gain -1 %,17,BOOST_NEGPULSE,0.6821,7.1075,6.3515
EKF no gate,current gain -1 %,18,BOOST_REST,1.0000,1.0678,0.9244
EKF no gate,current gain -1 %,19,BOOST_REST,0.9384,1.6672,1.4789
EKF no gate,current gain -1 %,20,BOOST_REST,0.8642,2.1608,2.1053
EKF no gate,current gain -1 %,21,BOOST_REST,0.7854,3.1098,3.0506
EKF no gate,current gain -1 %,22,BOOST_REST,0.7398,2.9524,2.7415
EKF no gate,current gain -1 %,23,BOOST_REST,0.6915,6.9742,6.8863
EKF no gate,current gain -1 %,24,CC_CELL2,1.0000,1.1507,1.2552
EKF no gate,current gain -1 %,25,CC_CELL2,0.9320,2.3297,2.3245
EKF no gate,current gain -1 %,26,CC_CELL2,0.8829,3.1961,3.2678
EKF no gate,current gain -1 %,27,CC_CELL2,0.8282,4.1999,4.5181
EKF no gate,current gain -1 %,28,CC_CELL2,0.7679,5.0449,4.6948
EKF no gate,current gain -1 %,29,CC_CELL2,0.6870,6.8091,5.6637
EKF no gate,current gain -1 %,30,BOOST_NEGPULSE_1S,0.9909,1.4215,1.3604
EKF no gate,current gain -1 %,31,BOOST_NEGPULSE_1S,0.9339,1.5279,1.5391
EKF no gate,current gain -1 %,32,BOOST_NEGPULSE_1S,0.8724,1.5356,1.3292
EKF no gate,current gain -1 %,33,BOOST_NEGPULSE_1S,0.8251,2.1622,1.5224
EKF no gate,current gain -1 %,34,BOOST_NEGPULSE_1S,0.8251,7.7841,8.0714
EKF no gate,current gain -1 %,35,BOOST_NEGPULSE_1S,0.6925,3.5688,1.6103
EKF adopted (gate),no distortion,0,CC,1.0000,0.8536,0.7833
EKF adopted (gate),no distortion,1,CC,0.9468,0.9877,1.1711
EKF adopted (gate),no distortion,2,CC,0.9024,1.0586,1.2754
EKF adopted (gate),no distortion,3,CC,0.8622,0.9890,1.2388
EKF adopted (gate),no distortion,4,CC,0.7986,1.6325,1.2760
EKF adopted (gate),no distortion,5,CC,0.6957,1.6847,1.2401
EKF adopted (gate),no distortion,6,BOOST,1.0000,0.8327,0.8870
EKF adopted (gate),no distortion,7,BOOST,0.9438,1.1362,1.2759
EKF adopted (gate),no distortion,8,BOOST,0.8960,1.1318,1.3635
EKF adopted (gate),no distortion,9,BOOST,0.8507,1.0721,1.3592
EKF adopted (gate),no distortion,10,BOOST,0.7809,1.9200,1.2036
EKF adopted (gate),no distortion,11,BOOST,0.6921,1.6564,1.2506
EKF adopted (gate),no distortion,12,BOOST_NEGPULSE,1.0000,0.3654,0.4356
EKF adopted (gate),no distortion,13,BOOST_NEGPULSE,0.9330,0.8818,0.7907
EKF adopted (gate),no distortion,14,BOOST_NEGPULSE,0.8672,0.8686,1.0394
EKF adopted (gate),no distortion,15,BOOST_NEGPULSE,0.7944,0.9228,1.2170
EKF adopted (gate),no distortion,16,BOOST_NEGPULSE,0.7612,1.6380,1.5877
EKF adopted (gate),no distortion,17,BOOST_NEGPULSE,0.6821,2.9388,3.2206
EKF adopted (gate),no distortion,18,BOOST_REST,1.0000,0.8260,0.3658
EKF adopted (gate),no distortion,19,BOOST_REST,0.9384,0.9156,0.8953
EKF adopted (gate),no distortion,20,BOOST_REST,0.8642,1.1035,1.3786
EKF adopted (gate),no distortion,21,BOOST_REST,0.7854,1.3705,2.0266
EKF adopted (gate),no distortion,22,BOOST_REST,0.7398,1.4334,1.6463
EKF adopted (gate),no distortion,23,BOOST_REST,0.6915,3.7409,4.7243
EKF adopted (gate),no distortion,24,CC_CELL2,1.0000,0.6017,0.6372
EKF adopted (gate),no distortion,25,CC_CELL2,0.9320,1.4815,1.5865
EKF adopted (gate),no distortion,26,CC_CELL2,0.8829,1.7707,1.9602
EKF adopted (gate),no distortion,27,CC_CELL2,0.8282,2.1449,2.6967
EKF adopted (gate),no distortion,28,CC_CELL2,0.7679,2.1675,2.4837
EKF adopted (gate),no distortion,29,CC_CELL2,0.6870,2.7439,2.3993
EKF adopted (gate),no distortion,30,BOOST_NEGPULSE_1S,0.9909,1.1857,1.0681
EKF adopted (gate),no distortion,31,BOOST_NEGPULSE_1S,0.9339,0.7098,0.8780
EKF adopted (gate),no distortion,32,BOOST_NEGPULSE_1S,0.8724,0.8780,0.7525
EKF adopted (gate),no distortion,33,BOOST_NEGPULSE_1S,0.8251,1.6500,0.8419
EKF adopted (gate),no distortion,34,BOOST_NEGPULSE_1S,0.8251,3.1817,3.8365
EKF adopted (gate),no distortion,35,BOOST_NEGPULSE_1S,0.6925,3.8551,2.4365
EKF adopted (gate),initial SOC +10 %p,0,CC,1.0000,0.9364,0.7834
EKF adopted (gate),initial SOC +10 %p,1,CC,0.9468,1.0586,1.1711
EKF adopted (gate),initial SOC +10 %p,2,CC,0.9024,1.1252,1.2754
EKF adopted (gate),initial SOC +10 %p,3,CC,0.8622,1.0604,1.2388
EKF adopted (gate),initial SOC +10 %p,4,CC,0.7986,1.6846,1.2759
EKF adopted (gate),initial SOC +10 %p,5,CC,0.6957,1.8003,1.2406
EKF adopted (gate),initial SOC +10 %p,6,BOOST,1.0000,0.9168,0.8870
EKF adopted (gate),initial SOC +10 %p,7,BOOST,0.9438,1.1983,1.2759
EKF adopted (gate),initial SOC +10 %p,8,BOOST,0.8960,1.1943,1.3635
EKF adopted (gate),initial SOC +10 %p,9,BOOST,0.8507,1.1396,1.3592
EKF adopted (gate),initial SOC +10 %p,10,BOOST,0.7809,1.9676,1.2036
EKF adopted (gate),initial SOC +10 %p,11,BOOST,0.6921,1.7047,1.2505
EKF adopted (gate),initial SOC +10 %p,12,BOOST_NEGPULSE,1.0000,0.5282,0.4356
EKF adopted (gate),initial SOC +10 %p,13,BOOST_NEGPULSE,0.9330,0.9605,0.7907
EKF adopted (gate),initial SOC +10 %p,14,BOOST_NEGPULSE,0.8672,0.9494,1.0394
EKF adopted (gate),initial SOC +10 %p,15,BOOST_NEGPULSE,0.7944,1.0008,1.2170
EKF adopted (gate),initial SOC +10 %p,16,BOOST_NEGPULSE,0.7612,1.6893,1.5877
EKF adopted (gate),initial SOC +10 %p,17,BOOST_NEGPULSE,0.6821,2.9647,3.2204
EKF adopted (gate),initial SOC +10 %p,18,BOOST_REST,1.0000,0.9174,0.3658
EKF adopted (gate),initial SOC +10 %p,19,BOOST_REST,0.9384,0.9916,0.8953
EKF adopted (gate),initial SOC +10 %p,20,BOOST_REST,0.8642,1.1684,1.3786
EKF adopted (gate),initial SOC +10 %p,21,BOOST_REST,0.7854,1.4331,2.0270
EKF adopted (gate),initial SOC +10 %p,22,BOOST_REST,0.7398,1.4900,1.6462
EKF adopted (gate),initial SOC +10 %p,23,BOOST_REST,0.6915,3.7605,4.7223
EKF adopted (gate),initial SOC +10 %p,24,CC_CELL2,1.0000,0.7129,0.6372
EKF adopted (gate),initial SOC +10 %p,25,CC_CELL2,0.9320,1.5297,1.5865
EKF adopted (gate),initial SOC +10 %p,26,CC_CELL2,0.8829,1.8112,1.9602
EKF adopted (gate),initial SOC +10 %p,27,CC_CELL2,0.8282,2.1788,2.6967
EKF adopted (gate),initial SOC +10 %p,28,CC_CELL2,0.7679,2.2056,2.4837
EKF adopted (gate),initial SOC +10 %p,29,CC_CELL2,0.6870,2.8092,2.3922
EKF adopted (gate),initial SOC +10 %p,30,BOOST_NEGPULSE_1S,0.9909,1.2457,1.0682
EKF adopted (gate),initial SOC +10 %p,31,BOOST_NEGPULSE_1S,0.9339,0.8056,0.8780
EKF adopted (gate),initial SOC +10 %p,32,BOOST_NEGPULSE_1S,0.8724,0.9609,0.7524
EKF adopted (gate),initial SOC +10 %p,33,BOOST_NEGPULSE_1S,0.8251,1.7004,0.8419
EKF adopted (gate),initial SOC +10 %p,34,BOOST_NEGPULSE_1S,0.8251,3.2071,3.8366
EKF adopted (gate),initial SOC +10 %p,35,BOOST_NEGPULSE_1S,0.6925,3.8839,2.4373
EKF adopted (gate),initial SOC -10 %p,0,CC,1.0000,0.9347,0.7833
EKF adopted (gate),initial SOC -10 %p,1,CC,0.9468,1.0586,1.1711
EKF adopted (gate),initial SOC -10 %p,2,CC,0.9024,1.1251,1.2754
EKF adopted (gate),initial SOC -10 %p,3,CC,0.8622,1.0594,1.2388
EKF adopted (gate),initial SOC -10 %p,4,CC,0.7986,1.6697,1.2761
EKF adopted (gate),initial SOC -10 %p,5,CC,0.6957,1.7231,1.2399
EKF adopted (gate),initial SOC -10 %p,6,BOOST,1.0000,0.9161,0.8871
EKF adopted (gate),initial SOC -10 %p,7,BOOST,0.9438,1.1983,1.2759
EKF adopted (gate),initial SOC -10 %p,8,BOOST,0.8960,1.1942,1.3635
EKF adopted (gate),initial SOC -10 %p,9,BOOST,0.8507,1.1370,1.3592
EKF adopted (gate),initial SOC -10 %p,10,BOOST,0.7809,1.9509,1.2036
EKF adopted (gate),initial SOC -10 %p,11,BOOST,0.6921,1.6990,1.2508
EKF adopted (gate),initial SOC -10 %p,12,BOOST_NEGPULSE,1.0000,0.5284,0.4353
EKF adopted (gate),initial SOC -10 %p,13,BOOST_NEGPULSE,0.9330,0.9603,0.7907
EKF adopted (gate),initial SOC -10 %p,14,BOOST_NEGPULSE,0.8672,0.9484,1.0394
EKF adopted (gate),initial SOC -10 %p,15,BOOST_NEGPULSE,0.7944,0.9975,1.2170
EKF adopted (gate),initial SOC -10 %p,16,BOOST_NEGPULSE,0.7612,1.6776,1.5877
EKF adopted (gate),initial SOC -10 %p,17,BOOST_NEGPULSE,0.6821,2.9620,3.2202
EKF adopted (gate),initial SOC -10 %p,18,BOOST_REST,1.0000,0.9069,0.3658
EKF adopted (gate),initial SOC -10 %p,19,BOOST_REST,0.9384,0.9915,0.8953
EKF adopted (gate),initial SOC -10 %p,20,BOOST_REST,0.8642,1.1674,1.3786
EKF adopted (gate),initial SOC -10 %p,21,BOOST_REST,0.7854,1.4186,2.0263
EKF adopted (gate),initial SOC -10 %p,22,BOOST_REST,0.7398,1.4794,1.6463
EKF adopted (gate),initial SOC -10 %p,23,BOOST_REST,0.6915,3.7600,4.7321
EKF adopted (gate),initial SOC -10 %p,24,CC_CELL2,1.0000,0.7127,0.6372
EKF adopted (gate),initial SOC -10 %p,25,CC_CELL2,0.9320,1.5295,1.5865
EKF adopted (gate),initial SOC -10 %p,26,CC_CELL2,0.8829,1.8111,1.9602
EKF adopted (gate),initial SOC -10 %p,27,CC_CELL2,0.8282,2.1785,2.6967
EKF adopted (gate),initial SOC -10 %p,28,CC_CELL2,0.7679,2.1981,2.4837
EKF adopted (gate),initial SOC -10 %p,29,CC_CELL2,0.6870,2.7576,2.4011
EKF adopted (gate),initial SOC -10 %p,30,BOOST_NEGPULSE_1S,0.9909,1.2448,1.0676
EKF adopted (gate),initial SOC -10 %p,31,BOOST_NEGPULSE_1S,0.9339,0.8057,0.8780
EKF adopted (gate),initial SOC -10 %p,32,BOOST_NEGPULSE_1S,0.8724,0.9565,0.7525
EKF adopted (gate),initial SOC -10 %p,33,BOOST_NEGPULSE_1S,0.8251,1.6903,0.8419
EKF adopted (gate),initial SOC -10 %p,34,BOOST_NEGPULSE_1S,0.8251,3.2032,3.8364
EKF adopted (gate),initial SOC -10 %p,35,BOOST_NEGPULSE_1S,0.6925,3.8686,2.4361
EKF adopted (gate),current offset +0.10 A,0,CC,1.0000,1.5388,0.9333
EKF adopted (gate),current offset +0.10 A,1,CC,0.9468,2.3347,1.3926
EKF adopted (gate),current offset +0.10 A,2,CC,0.9024,2.5710,1.8063
EKF adopted (gate),current offset +0.10 A,3,CC,0.8622,3.0169,2.3385
EKF adopted (gate),current offset +0.10 A,4,CC,0.7986,3.7522,2.6236
EKF adopted (gate),current offset +0.10 A,5,CC,0.6957,2.3994,2.5147
EKF adopted (gate),current offset +0.10 A,6,BOOST,1.0000,1.6949,1.0124
EKF adopted (gate),current offset +0.10 A,7,BOOST,0.9438,2.7702,1.5940
EKF adopted (gate),current offset +0.10 A,8,BOOST,0.8960,2.8012,1.6773
EKF adopted (gate),current offset +0.10 A,9,BOOST,0.8507,3.2299,2.3456
EKF adopted (gate),current offset +0.10 A,10,BOOST,0.7809,4.3905,3.5793
EKF adopted (gate),current offset +0.10 A,11,BOOST,0.6921,2.4618,2.6100
EKF adopted (gate),current offset +0.10 A,12,BOOST_NEGPULSE,1.0000,2.0989,2.0474
EKF adopted (gate),current offset +0.10 A,13,BOOST_NEGPULSE,0.9330,2.4888,1.8139
EKF adopted (gate),current offset +0.10 A,14,BOOST_NEGPULSE,0.8672,2.9515,2.4331
EKF adopted (gate),current offset +0.10 A,15,BOOST_NEGPULSE,0.7944,3.5854,3.0368
EKF adopted (gate),current offset +0.10 A,16,BOOST_NEGPULSE,0.7612,3.7844,2.9640
EKF adopted (gate),current offset +0.10 A,17,BOOST_NEGPULSE,0.6821,2.9165,2.1420
EKF adopted (gate),current offset +0.10 A,18,BOOST_REST,1.0000,1.7099,1.3440
EKF adopted (gate),current offset +0.10 A,19,BOOST_REST,0.9384,2.3453,1.4630
EKF adopted (gate),current offset +0.10 A,20,BOOST_REST,0.8642,2.7178,2.0139
EKF adopted (gate),current offset +0.10 A,21,BOOST_REST,0.7854,3.4224,2.6409
EKF adopted (gate),current offset +0.10 A,22,BOOST_REST,0.7398,3.2114,2.3372
EKF adopted (gate),current offset +0.10 A,23,BOOST_REST,0.6915,2.3220,1.7092
EKF adopted (gate),current offset +0.10 A,24,CC_CELL2,1.0000,2.0045,1.4657
EKF adopted (gate),current offset +0.10 A,25,CC_CELL2,0.9320,2.1150,1.1957
EKF adopted (gate),current offset +0.10 A,26,CC_CELL2,0.8829,2.0625,1.3393
EKF adopted (gate),current offset +0.10 A,27,CC_CELL2,0.8282,2.1720,1.6000
EKF adopted (gate),current offset +0.10 A,28,CC_CELL2,0.7679,2.8249,2.2129
EKF adopted (gate),current offset +0.10 A,29,CC_CELL2,0.6870,3.7968,2.5252
EKF adopted (gate),current offset +0.10 A,30,BOOST_NEGPULSE_1S,0.9909,1.6246,1.2873
EKF adopted (gate),current offset +0.10 A,31,BOOST_NEGPULSE_1S,0.9339,2.6784,1.6761
EKF adopted (gate),current offset +0.10 A,32,BOOST_NEGPULSE_1S,0.8724,3.7817,3.0016
EKF adopted (gate),current offset +0.10 A,33,BOOST_NEGPULSE_1S,0.8251,4.6422,3.8288
EKF adopted (gate),current offset +0.10 A,34,BOOST_NEGPULSE_1S,0.8251,2.5839,1.7392
EKF adopted (gate),current offset +0.10 A,35,BOOST_NEGPULSE_1S,0.6925,6.2859,6.1913
EKF adopted (gate),current offset -0.10 A,0,CC,1.0000,3.0409,2.0419
EKF adopted (gate),current offset -0.10 A,1,CC,0.9468,3.5401,2.5730
EKF adopted (gate),current offset -0.10 A,2,CC,0.9024,3.6861,2.9101
EKF adopted (gate),current offset -0.10 A,3,CC,0.8622,3.3917,2.9622
EKF adopted (gate),current offset -0.10 A,4,CC,0.7986,2.9618,2.9440
EKF adopted (gate),current offset -0.10 A,5,CC,0.6957,3.8151,4.0735
EKF adopted (gate),current offset -0.10 A,6,BOOST,1.0000,3.2398,2.2392
EKF adopted (gate),current offset -0.10 A,7,BOOST,0.9438,3.6891,2.6654
EKF adopted (gate),current offset -0.10 A,8,BOOST,0.8960,3.8289,3.0808
EKF adopted (gate),current offset -0.10 A,9,BOOST,0.8507,3.4309,3.1636
EKF adopted (gate),current offset -0.10 A,10,BOOST,0.7809,2.7147,2.2515
EKF adopted (gate),current offset -0.10 A,11,BOOST,0.6921,3.8449,3.8203
EKF adopted (gate),current offset -0.10 A,12,BOOST_NEGPULSE,1.0000,2.4222,1.3155
