fold,direction,cycle,SOH,temp_C,SOC,SOP_meas_W,SOP_A0_W,SOP_A8_W,k_f,k_s,limit_hit
BOOST,discharge,1333,0.8528,25,0.700,98.82,97.22,95.12,1.1501,1.0439,current
BOOST,discharge,1333,0.8528,10,0.700,90.30,91.50,88.72,1.1501,1.0439,current
BOOST,discharge,1333,0.8528,25,0.600,96.24,94.04,91.99,1.1501,1.0439,current
BOOST,discharge,1333,0.8528,10,0.600,87.66,88.33,85.60,1.1501,1.0439,current
BOOST,discharge,1333,0.8528,25,0.500,93.16,90.92,88.82,1.1501,1.0439,current
BOOST,discharge,1333,0.8528,10,0.500,84.48,85.08,82.28,1.1501,1.0439,current
BOOST,discharge,1333,0.8528,25,0.400,90.28,84.69,82.35,1.1501,1.0439,current
BOOST,discharge,1333,0.8528,10,0.400,80.55,78.12,70.70,1.1501,1.0439,voltage
BOOST,discharge,1333,0.8528,25,0.300,86.37,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1333,0.8528,10,0.300,63.56,,46.48,1.1501,1.0439,voltage
BOOST,discharge,1333,0.8528,25,0.200,73.24,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1333,0.8528,10,0.200,33.97,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1333,0.8528,25,0.150,52.01,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1333,0.8528,10,0.150,22.02,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1333,0.8528,25,0.100,32.39,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1333,0.8528,10,0.100,14.74,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1333,0.8528,25,0.050,20.62,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1333,0.8528,10,0.050,10.11,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1333,0.8528,25,0.020,15.05,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1333,0.8528,10,0.020,7.52,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1333,0.8528,25,0.005,12.63,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1333,0.8528,10,0.005,6.08,,,1.1501,1.0439,out-of-hull
BOOST,discharge,1559,0.8371,25,1.000,101.37,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,10,1.000,91.92,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,25,0.950,101.04,101.17,97.71,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,10,0.950,91.91,93.51,88.77,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,25,0.900,100.60,100.10,96.78,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,10,0.900,91.55,93.26,88.82,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,25,0.800,98.98,97.71,94.48,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,10,0.800,90.29,91.11,86.82,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,25,0.700,97.06,95.17,92.14,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,10,0.700,88.23,89.01,84.96,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,25,0.600,94.30,92.09,89.06,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,10,0.600,85.26,85.99,81.98,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,25,0.500,91.22,88.48,85.30,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,10,0.500,81.91,82.01,77.86,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,25,0.400,88.15,81.20,77.69,1.2026,1.0608,current
BOOST,discharge,1559,0.8371,10,0.400,76.76,67.97,58.98,1.2026,1.0608,voltage
BOOST,discharge,1559,0.8371,25,0.300,83.37,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,10,0.300,51.69,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,25,0.200,60.65,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,10,0.200,27.58,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,25,0.150,42.23,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,10,0.150,18.44,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,25,0.100,27.16,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,10,0.100,12.70,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,25,0.050,18.23,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,10,0.050,9.16,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,25,0.020,13.46,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,10,0.020,6.90,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,25,0.005,11.31,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1559,0.8371,10,0.005,5.54,,,1.2026,1.0608,out-of-hull
BOOST,discharge,1685,0.8180,25,1.000,99.31,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,10,1.000,89.36,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,25,0.950,98.99,98.63,94.78,1.2053,1.0616,current
BOOST,discharge,1685,0.8180,10,0.950,89.35,90.23,84.96,1.2053,1.0616,current
BOOST,discharge,1685,0.8180,25,0.900,98.59,97.61,93.95,1.2053,1.0616,current
BOOST,discharge,1685,0.8180,10,0.900,88.96,90.23,85.30,1.2053,1.0616,current
BOOST,discharge,1685,0.8180,25,0.800,96.89,95.31,91.80,1.2053,1.0616,current
BOOST,discharge,1685,0.8180,10,0.800,87.46,88.18,83.50,1.2053,1.0616,current
BOOST,discharge,1685,0.8180,25,0.700,94.75,92.82,89.50,1.2053,1.0616,current
BOOST,discharge,1685,0.8180,10,0.700,85.08,86.23,81.81,1.2053,1.0616,current
BOOST,discharge,1685,0.8180,25,0.600,91.74,89.21,85.84,1.2053,1.0616,current
BOOST,discharge,1685,0.8180,10,0.600,81.77,82.42,77.98,1.2053,1.0616,current
BOOST,discharge,1685,0.8180,25,0.500,88.63,84.79,81.20,1.2053,1.0616,current
BOOST,discharge,1685,0.8180,10,0.500,77.77,77.47,67.19,1.2053,1.0616,voltage
BOOST,discharge,1685,0.8180,25,0.400,85.04,76.88,66.41,1.2053,1.0616,voltage
BOOST,discharge,1685,0.8180,10,0.400,58.57,53.91,46.09,1.2053,1.0616,voltage
BOOST,discharge,1685,0.8180,25,0.300,77.88,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,10,0.300,36.04,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,25,0.200,46.46,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,10,0.200,20.69,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,25,0.150,32.72,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,10,0.150,13.89,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,25,0.100,22.37,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,10,0.100,10.31,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,25,0.050,16.69,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,10,0.050,8.03,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,25,0.020,12.55,,,1.2053,1.0616,out-of-hull
BOOST,discharge,1685,0.8180,10,0.020,6.01,,,1.2053,1.0616,out-of-hull
BOOST,charge,136,0.9781,25,0.950,15.00,15.62,15.62,1.1037,1.0294,voltage
BOOST,charge,136,0.9781,10,0.950,11.26,9.38,9.38,1.1037,1.0294,voltage
BOOST,charge,136,0.9781,25,0.900,22.85,31.25,28.12,1.1037,1.0294,voltage
BOOST,charge,136,0.9781,10,0.900,16.39,14.06,12.50,1.1037,1.0294,voltage
BOOST,charge,136,0.9781,25,0.800,37.69,46.88,43.75,1.1037,1.0294,voltage
BOOST,charge,136,0.9781,10,0.800,29.48,34.38,31.25,1.1037,1.0294,voltage
BOOST,charge,136,0.9781,25,0.700,61.68,61.04,61.23,1.1037,1.0294,current
BOOST,charge,136,0.9781,10,0.700,55.75,59.38,53.12,1.1037,1.0294,voltage
BOOST,charge,136,0.9781,25,0.600,60.66,100.00,60.55,1.1037,1.0294,current
BOOST,charge,136,0.9781,10,0.600,61.28,61.23,61.57,1.1037,1.0294,current
BOOST,charge,136,0.9781,25,0.500,58.84,58.79,58.98,1.1037,1.0294,current
BOOST,charge,136,0.9781,10,0.500,59.77,59.77,60.06,1.1037,1.0294,current
BOOST,charge,136,0.9781,25,0.400,57.58,57.42,57.62,1.1037,1.0294,current
BOOST,charge,136,0.9781,10,0.400,58.51,58.50,58.79,1.1037,1.0294,current
BOOST,charge,136,0.9781,25,0.300,56.70,56.45,56.69,1.1037,1.0294,current
BOOST,charge,136,0.9781,10,0.300,57.64,57.57,57.91,1.1037,1.0294,current
BOOST,charge,136,0.9781,25,0.200,55.67,55.37,55.57,1.1037,1.0294,current
BOOST,charge,136,0.9781,10,0.200,56.64,56.84,57.23,1.1037,1.0294,current
BOOST,charge,136,0.9781,25,0.150,54.90,54.49,54.69,1.1037,1.0294,current
BOOST,charge,136,0.9781,10,0.150,55.92,56.01,56.35,1.1037,1.0294,current
BOOST,charge,136,0.9781,25,0.100,54.10,53.91,54.10,1.1037,1.0294,current
BOOST,charge,136,0.9781,10,0.100,55.33,59.38,54.69,1.1037,1.0294,voltage
BOOST,charge,136,0.9781,25,0.050,53.85,,,1.1037,1.0294,out-of-hull
BOOST,charge,136,0.9781,10,0.050,54.99,,,1.1037,1.0294,out-of-hull
BOOST,charge,136,0.9781,25,0.020,53.00,,,1.1037,1.0294,out-of-hull
BOOST,charge,136,0.9781,25,0.005,51.71,,,1.1037,1.0294,out-of-hull
BOOST,charge,273,0.9594,25,0.950,14.67,15.62,14.06,1.0295,1.0065,voltage
BOOST,charge,273,0.9594,10,0.950,10.87,9.38,9.38,1.0295,1.0065,voltage
BOOST,charge,273,0.9594,25,0.900,22.11,31.25,28.12,1.0295,1.0065,voltage
BOOST,charge,273,0.9594,10,0.900,15.64,14.06,14.06,1.0295,1.0065,voltage
BOOST,charge,273,0.9594,25,0.800,37.28,46.88,46.88,1.0295,1.0065,voltage
BOOST,charge,273,0.9594,10,0.800,29.25,34.38,34.38,1.0295,1.0065,voltage
BOOST,charge,273,0.9594,25,0.700,61.75,60.94,61.04,1.0295,1.0065,current
BOOST,charge,273,0.9594,10,0.700,53.78,56.25,53.12,1.0295,1.0065,voltage
BOOST,charge,273,0.9594,25,0.600,60.73,59.72,59.77,1.0295,1.0065,current
BOOST,charge,273,0.9594,10,0.600,61.43,60.55,60.64,1.0295,1.0065,current
BOOST,charge,273,0.9594,25,0.500,58.93,58.74,58.79,1.0295,1.0065,current
BOOST,charge,273,0.9594,10,0.500,59.90,59.77,59.86,1.0295,1.0065,current
BOOST,charge,273,0.9594,25,0.400,57.67,57.42,57.47,1.0295,1.0065,current
BOOST,charge,273,0.9594,10,0.400,58.66,58.50,58.59,1.0295,1.0065,current
BOOST,charge,273,0.9594,25,0.300,56.80,56.49,56.54,1.0295,1.0065,current
BOOST,charge,273,0.9594,10,0.300,57.80,57.67,57.76,1.0295,1.0065,current
BOOST,charge,273,0.9594,25,0.200,55.77,55.27,55.37,1.0295,1.0065,current
BOOST,charge,273,0.9594,10,0.200,56.84,56.88,56.98,1.0295,1.0065,current
BOOST,charge,273,0.9594,25,0.150,55.03,54.39,54.44,1.0295,1.0065,current
BOOST,charge,273,0.9594,10,0.150,56.16,55.96,56.05,1.0295,1.0065,current
BOOST,charge,273,0.9594,25,0.100,54.24,53.86,53.91,1.0295,1.0065,current
BOOST,charge,273,0.9594,10,0.100,55.52,56.25,54.69,1.0295,1.0065,voltage
BOOST,charge,273,0.9594,25,0.050,54.01,,,1.0295,1.0065,out-of-hull
BOOST,charge,273,0.9594,10,0.050,55.19,,,1.0295,1.0065,out-of-hull
BOOST,charge,273,0.9594,25,0.020,53.33,,,1.0295,1.0065,out-of-hull
BOOST,charge,273,0.9594,25,0.005,52.18,,,1.0295,1.0065,out-of-hull
BOOST,charge,393,0.9463,25,0.950,14.34,14.06,14.06,1.0386,1.0093,voltage
BOOST,charge,393,0.9463,10,0.950,10.25,9.38,9.38,1.0386,1.0093,voltage
BOOST,charge,393,0.9463,25,0.900,21.33,28.12,28.12,1.0386,1.0093,voltage
BOOST,charge,393,0.9463,10,0.900,14.46,12.50,12.50,1.0386,1.0093,voltage
BOOST,charge,393,0.9463,25,0.800,36.57,46.88,45.31,1.0386,1.0093,voltage
BOOST,charge,393,0.9463,10,0.800,29.07,34.38,34.38,1.0386,1.0093,voltage
BOOST,charge,393,0.9463,25,0.700,61.84,61.08,61.13,1.0386,1.0093,current
BOOST,charge,393,0.9463,10,0.700,51.23,53.12,51.56,1.0386,1.0093,voltage
BOOST,charge,393,0.9463,25,0.600,60.82,59.77,59.86,1.0386,1.0093,current
BOOST,charge,393,0.9463,10,0.600,61.60,60.64,60.74,1.0386,1.0093,current
BOOST,charge,393,0.9463,25,0.500,59.04,58.79,58.89,1.0386,1.0093,current
BOOST,charge,393,0.9463,10,0.500,60.08,59.81,59.96,1.0386,1.0093,current
BOOST,charge,393,0.9463,25,0.400,57.79,57.42,57.52,1.0386,1.0093,current
BOOST,charge,393,0.9463,10,0.400,58.86,58.59,58.74,1.0386,1.0093,current
BOOST,charge,393,0.9463,25,0.300,56.92,56.45,56.54,1.0386,1.0093,current
BOOST,charge,393,0.9463,10,0.300,58.03,57.71,57.81,1.0386,1.0093,current
BOOST,charge,393,0.9463,25,0.200,55.90,55.27,55.37,1.0386,1.0093,current
BOOST,charge,393,0.9463,10,0.200,57.10,56.93,57.03,1.0386,1.0093,current
BOOST,charge,393,0.9463,25,0.150,55.18,54.39,54.49,1.0386,1.0093,current
BOOST,charge,393,0.9463,10,0.150,56.44,55.96,56.15,1.0386,1.0093,current
BOOST,charge,393,0.9463,25,0.100,54.40,,,1.0386,1.0093,out-of-hull
BOOST,charge,393,0.9463,10,0.100,55.80,,,1.0386,1.0093,out-of-hull
BOOST,charge,393,0.9463,25,0.050,54.17,,,1.0386,1.0093,out-of-hull
BOOST,charge,393,0.9463,10,0.050,55.44,,,1.0386,1.0093,out-of-hull
BOOST,charge,393,0.9463,25,0.020,53.59,,,1.0386,1.0093,out-of-hull
BOOST,charge,393,0.9463,25,0.005,52.52,,,1.0386,1.0093,out-of-hull
BOOST,charge,522,0.9340,25,0.950,13.63,14.06,12.50,1.0519,1.0134,voltage
BOOST,charge,522,0.9340,10,0.950,9.45,9.38,7.81,1.0519,1.0134,voltage
BOOST,charge,522,0.9340,25,0.900,20.04,28.12,25.00,1.0519,1.0134,voltage
BOOST,charge,522,0.9340,10,0.900,13.29,12.50,12.50,1.0519,1.0134,voltage
BOOST,charge,522,0.9340,25,0.800,36.03,46.88,43.75,1.0519,1.0134,voltage
BOOST,charge,522,0.9340,10,0.800,28.68,34.38,34.38,1.0519,1.0134,voltage
BOOST,charge,522,0.9340,25,0.700,61.95,61.08,61.23,1.0519,1.0134,current
BOOST,charge,522,0.9340,10,0.700,48.96,53.12,50.00,1.0519,1.0134,voltage
BOOST,charge,522,0.9340,25,0.600,60.93,60.16,60.25,1.0519,1.0134,current
BOOST,charge,522,0.9340,10,0.600,61.79,61.18,75.00,1.0519,1.0134,voltage
BOOST,charge,522,0.9340,25,0.500,59.14,58.79,58.89,1.0519,1.0134,current
BOOST,charge,522,0.9340,10,0.500,60.26,100.00,60.06,1.0519,1.0134,current
BOOST,charge,522,0.9340,25,0.400,57.91,57.52,57.62,1.0519,1.0134,current
BOOST,charge,522,0.9340,10,0.400,59.06,58.69,58.89,1.0519,1.0134,current
BOOST,charge,522,0.9340,25,0.300,57.04,56.54,56.69,1.0519,1.0134,current
BOOST,charge,522,0.9340,10,0.300,58.25,57.81,58.01,1.0519,1.0134,current
BOOST,charge,522,0.9340,25,0.200,56.06,55.27,55.37,1.0519,1.0134,current
BOOST,charge,522,0.9340,10,0.200,57.38,57.03,57.23,1.0519,1.0134,current
BOOST,charge,522,0.9340,25,0.150,55.39,54.39,54.49,1.0519,1.0134,current
BOOST,charge,522,0.9340,10,0.150,56.77,56.05,56.25,1.0519,1.0134,current
BOOST,charge,522,0.9340,25,0.100,54.60,,,1.0519,1.0134,out-of-hull
BOOST,charge,522,0.9340,10,0.100,56.05,,,1.0519,1.0134,out-of-hull
BOOST,charge,522,0.9340,25,0.050,54.37,,,1.0519,1.0134,out-of-hull
BOOST,charge,522,0.9340,10,0.050,55.67,,,1.0519,1.0134,out-of-hull
BOOST,charge,522,0.9340,25,0.020,53.94,,,1.0519,1.0134,out-of-hull
BOOST,charge,522,0.9340,25,0.005,53.04,,,1.0519,1.0134,out-of-hull
BOOST,charge,641,0.9264,25,0.950,12.95,14.06,12.50,1.0626,1.0167,voltage
BOOST,charge,641,0.9264,10,0.950,8.48,9.38,7.81,1.0626,1.0167,voltage
BOOST,charge,641,0.9264,25,0.900,18.89,25.00,25.00,1.0626,1.0167,voltage
BOOST,charge,641,0.9264,10,0.900,12.09,12.50,12.50,1.0626,1.0167,voltage
BOOST,charge,641,0.9264,25,0.800,35.33,46.88,43.75,1.0626,1.0167,voltage
BOOST,charge,641,0.9264,10,0.800,28.06,35.94,34.38,1.0626,1.0167,voltage
BOOST,charge,641,0.9264,25,0.700,62.05,61.04,61.23,1.0626,1.0167,current
BOOST,charge,641,0.9264,10,0.700,46.38,51.56,50.00,1.0626,1.0167,voltage
BOOST,charge,641,0.9264,25,0.600,61.01,59.67,59.81,1.0626,1.0167,current
BOOST,charge,641,0.9264,10,0.600,61.97,60.55,60.79,1.0626,1.0167,current
BOOST,charge,641,0.9264,25,0.500,59.25,58.79,58.98,1.0626,1.0167,current
BOOST,charge,641,0.9264,10,0.500,60.46,100.00,60.16,1.0626,1.0167,current
BOOST,charge,641,0.9264,25,0.400,58.02,57.52,57.71,1.0626,1.0167,current
BOOST,charge,641,0.9264,10,0.400,59.30,58.79,58.98,1.0626,1.0167,current
BOOST,charge,641,0.9264,25,0.300,57.17,56.54,56.74,1.0626,1.0167,current
BOOST,charge,641,0.9264,10,0.300,58.51,57.91,58.11,1.0626,1.0167,current
BOOST,charge,641,0.9264,25,0.200,56.19,55.18,55.37,1.0626,1.0167,current
BOOST,charge,641,0.9264,10,0.200,57.63,56.93,57.23,1.0626,1.0167,current
BOOST,charge,641,0.9264,25,0.150,55.52,54.39,54.59,1.0626,1.0167,current
BOOST,charge,641,0.9264,10,0.150,56.98,56.10,56.35,1.0626,1.0167,current
BOOST,charge,641,0.9264,25,0.100,54.76,,,1.0626,1.0167,out-of-hull
BOOST,charge,641,0.9264,10,0.100,56.30,,,1.0626,1.0167,out-of-hull
BOOST,charge,641,0.9264,25,0.050,54.52,,,1.0626,1.0167,out-of-hull
BOOST,charge,641,0.9264,25,0.020,54.04,,,1.0626,1.0167,out-of-hull
BOOST,charge,641,0.9264,25,0.005,53.10,,,1.0626,1.0167,out-of-hull
BOOST,charge,762,0.9191,25,0.950,12.15,12.50,12.50,1.0808,1.0224,voltage
BOOST,charge,762,0.9191,10,0.950,7.19,7.81,7.81,1.0808,1.0224,voltage
BOOST,charge,762,0.9191,25,0.900,17.50,25.00,25.00,1.0808,1.0224,voltage
BOOST,charge,762,0.9191,10,0.900,10.50,12.50,10.94,1.0808,1.0224,voltage
BOOST,charge,762,0.9191,25,0.800,34.57,46.88,43.75,1.0808,1.0224,voltage
BOOST,charge,762,0.9191,10,0.800,27.37,35.94,34.38,1.0808,1.0224,voltage
BOOST,charge,762,0.9191,25,0.700,62.20,61.04,61.23,1.0808,1.0224,current
BOOST,charge,762,0.9191,10,0.700,43.93,50.00,46.88,1.0808,1.0224,voltage
BOOST,charge,762,0.9191,25,0.600,61.11,59.81,60.01,1.0808,1.0224,current
BOOST,charge,762,0.9191,10,0.600,62.17,60.79,61.04,1.0808,1.0224,current
BOOST,charge,762,0.9191,25,0.500,59.38,58.79,58.98,1.0808,1.0224,current
BOOST,charge,762,0.9191,10,0.500,60.65,100.00,60.25,1.0808,1.0224,current
BOOST,charge,762,0.9191,25,0.400,58.17,57.57,57.81,1.0808,1.0224,current
BOOST,charge,762,0.9191,10,0.400,59.54,58.89,59.18,1.0808,1.0224,current
BOOST,charge,762,0.9191,25,0.300,57.33,56.64,56.84,1.0808,1.0224,current
BOOST,charge,762,0.9191,10,0.300,58.78,57.96,58.30,1.0808,1.0224,current
BOOST,charge,762,0.9191,25,0.200,56.36,55.08,55.37,1.0808,1.0224,current
BOOST,charge,762,0.9191,10,0.200,57.95,56.88,57.23,1.0808,1.0224,current
BOOST,charge,762,0.9191,25,0.150,55.71,54.39,54.59,1.0808,1.0224,current
BOOST,charge,762,0.9191,10,0.150,57.55,56.15,56.49,1.0808,1.0224,current
BOOST,charge,762,0.9191,25,0.100,54.97,,,1.0808,1.0224,out-of-hull
BOOST,charge,762,0.9191,10,0.100,56.89,,,1.0808,1.0224,out-of-hull
BOOST,charge,762,0.9191,25,0.050,54.71,,,1.0808,1.0224,out-of-hull
BOOST,charge,762,0.9191,10,0.050,56.53,,,1.0808,1.0224,out-of-hull
BOOST,charge,762,0.9191,25,0.020,54.55,,,1.0808,1.0224,out-of-hull
BOOST,charge,762,0.9191,10,0.020,56.10,,,1.0808,1.0224,out-of-hull
BOOST,charge,762,0.9191,25,0.005,53.63,,,1.0808,1.0224,out-of-hull
BOOST,charge,867,0.9103,25,0.950,10.99,12.50,10.94,1.3234,1.1040,voltage
BOOST,charge,867,0.9103,10,0.950,6.13,7.81,6.25,1.3234,1.1040,voltage
BOOST,charge,867,0.9103,25,0.900,15.64,25.00,15.62,1.3234,1.1040,voltage
BOOST,charge,867,0.9103,10,0.900,9.38,10.94,9.38,1.3234,1.1040,voltage
BOOST,charge,867,0.9103,25,0.800,33.68,46.88,37.50,1.3234,1.1040,voltage
BOOST,charge,867,0.9103,10,0.800,26.21,35.94,28.12,1.3234,1.1040,voltage
BOOST,charge,867,0.9103,25,0.700,59.17,61.13,53.12,1.3234,1.1040,voltage
BOOST,charge,867,0.9103,10,0.700,40.74,50.00,39.06,1.3234,1.1040,voltage
BOOST,charge,867,0.9103,25,0.600,61.27,60.45,75.00,1.3234,1.1040,voltage
BOOST,charge,867,0.9103,10,0.600,60.08,61.72,54.69,1.3234,1.1040,voltage
BOOST,charge,867,0.9103,25,0.500,59.55,58.79,59.67,1.3234,1.1040,current
BOOST,charge,867,0.9103,10,0.500,60.93,59.96,75.00,1.3234,1.1040,voltage
BOOST,charge,867,0.9103,25,0.400,58.37,57.67,58.54,1.3234,1.1040,current
BOOST,charge,867,0.9103,10,0.400,59.87,58.98,60.25,1.3234,1.1040,current
BOOST,charge,867,0.9103,25,0.300,57.55,56.64,57.52,1.3234,1.1040,current
BOOST,charge,867,0.9103,10,0.300,59.14,58.01,100.00,1.3234,1.1040,voltage
BOOST,charge,867,0.9103,25,0.200,56.63,55.08,56.01,1.3234,1.1040,current
BOOST,charge,867,0.9103,10,0.200,58.31,56.84,58.30,1.3234,1.1040,current
BOOST,charge,867,0.9103,25,0.150,56.01,54.39,55.37,1.3234,1.1040,current
BOOST,charge,867,0.9103,10,0.150,57.93,56.25,57.71,1.3234,1.1040,current
BOOST,charge,867,0.9103,25,0.100,55.27,,,1.3234,1.1040,out-of-hull
BOOST,charge,867,0.9103,10,0.100,57.28,,,1.3234,1.1040,out-of-hull
BOOST,charge,867,0.9103,25,0.050,54.98,,,1.3234,1.1040,out-of-hull
BOOST,charge,867,0.9103,10,0.050,56.87,,,1.3234,1.1040,out-of-hull
BOOST,charge,867,0.9103,25,0.020,54.92,,,1.3234,1.1040,out-of-hull
BOOST,charge,867,0.9103,10,0.020,56.41,,,1.3234,1.1040,out-of-hull
BOOST,charge,867,0.9103,25,0.005,54.06,,,1.3234,1.1040,out-of-hull
BOOST,charge,986,0.8946,25,0.950,10.13,12.50,12.50,1.1080,1.0308,voltage
BOOST,charge,986,0.8946,10,0.950,5.46,7.81,7.81,1.1080,1.0308,voltage
BOOST,charge,986,0.8946,25,0.900,14.45,28.12,26.56,1.1080,1.0308,voltage
BOOST,charge,986,0.8946,10,0.900,8.68,10.94,10.16,1.1080,1.0308,voltage
BOOST,charge,986,0.8946,25,0.800,32.25,46.88,43.75,1.1080,1.0308,voltage
BOOST,charge,986,0.8946,10,0.800,25.02,35.94,32.81,1.1080,1.0308,voltage
BOOST,charge,986,0.8946,25,0.700,56.20,61.13,61.43,1.1080,1.0308,current
BOOST,charge,986,0.8946,10,0.700,38.40,46.88,43.75,1.1080,1.0308,voltage
BOOST,charge,986,0.8946,25,0.600,61.42,60.55,60.84,1.1080,1.0308,current
BOOST,charge,986,0.8946,10,0.600,56.68,61.82,62.50,1.1080,1.0308,voltage
BOOST,charge,986,0.8946,25,0.500,59.76,58.94,59.28,1.1080,1.0308,current
BOOST,charge,986,0.8946,10,0.500,61.18,60.16,60.64,1.1080,1.0308,current
BOOST,charge,986,0.8946,25,0.400,58.59,57.76,58.11,1.1080,1.0308,current
BOOST,charge,986,0.8946,10,0.400,60.15,59.18,100.00,1.1080,1.0308,voltage
BOOST,charge,986,0.8946,25,0.300,57.78,56.74,57.03,1.1080,1.0308,current
BOOST,charge,986,0.8946,10,0.300,59.43,58.20,58.69,1.1080,1.0308,current
BOOST,charge,986,0.8946,25,0.200,56.88,55.08,55.42,1.1080,1.0308,current
BOOST,charge,986,0.8946,10,0.200,58.61,57.03,57.52,1.1080,1.0308,current
BOOST,charge,986,0.8946,25,0.150,56.28,,,1.1080,1.0308,out-of-hull
BOOST,charge,986,0.8946,10,0.150,58.27,,,1.1080,1.0308,out-of-hull
BOOST,charge,986,0.8946,25,0.100,55.52,,,1.1080,1.0308,out-of-hull
BOOST,charge,986,0.8946,10,0.100,57.61,,,1.1080,1.0308,out-of-hull
BOOST,charge,986,0.8946,25,0.050,55.20,,,1.1080,1.0308,out-of-hull
BOOST,charge,986,0.8946,10,0.050,57.17,,,1.1080,1.0308,out-of-hull
BOOST,charge,986,0.8946,25,0.020,55.05,,,1.1080,1.0308,out-of-hull
BOOST,charge,986,0.8946,10,0.020,56.86,,,1.1080,1.0308,out-of-hull
BOOST,charge,986,0.8946,25,0.005,54.59,,,1.1080,1.0308,out-of-hull
BOOST,charge,1100,0.8879,25,0.950,9.37,12.50,10.94,1.1303,1.0377,voltage
BOOST,charge,1100,0.8879,10,0.950,4.87,7.81,7.03,1.1303,1.0377,voltage
BOOST,charge,1100,0.8879,25,0.900,13.45,28.12,26.56,1.1303,1.0377,voltage
BOOST,charge,1100,0.8879,10,0.900,8.20,10.94,9.38,1.1303,1.0377,voltage
BOOST,charge,1100,0.8879,25,0.800,31.48,46.88,43.75,1.1303,1.0377,voltage
BOOST,charge,1100,0.8879,10,0.800,24.30,35.94,32.81,1.1303,1.0377,voltage
BOOST,charge,1100,0.8879,25,0.700,53.65,61.23,75.00,1.1303,1.0377,voltage
BOOST,charge,1100,0.8879,10,0.700,36.45,46.88,42.19,1.1303,1.0377,voltage
BOOST,charge,1100,0.8879,25,0.600,61.51,59.96,60.25,1.1303,1.0377,current
BOOST,charge,1100,0.8879,10,0.600,54.46,61.04,75.00,1.1303,1.0377,voltage
BOOST,charge,1100,0.8879,25,0.500,59.89,58.98,59.33,1.1303,1.0377,current
BOOST,charge,1100,0.8879,10,0.500,61.35,60.25,60.74,1.1303,1.0377,current
BOOST,charge,1100,0.8879,25,0.400,58.75,57.76,58.15,1.1303,1.0377,current
BOOST,charge,1100,0.8879,10,0.400,60.38,59.18,59.77,1.1303,1.0377,current
