cell,cycle,SOH,SOC_true,SOC_ekf,soc_err,extrap,I_meas_A,I_oracle_A,I_ekf_A
BOOST_NEGPULSE_1S,1393,0.78817,0.843,0.8251,-0.0179,2.048,-55.176,-54.722,-55.162
BOOST_NEGPULSE_1S,1393,0.78817,0.7649,0.7404,-0.0245,1.973,-53.148,-53.428,-53.382
BOOST_NEGPULSE_1S,1393,0.78817,0.6869,0.6586,-0.0283,1.849,-49.814,-50.038,-49.195
BOOST_NEGPULSE_1S,1393,0.78817,0.6088,0.5782,-0.0306,1.724,-46.446,-46.919,-46.667
BOOST_NEGPULSE_1S,1393,0.78817,0.5307,0.5011,-0.0296,1.587,-42.742,-43.135,-41.485
BOOST_NEGPULSE_1S,1393,0.78817,0.4526,0.4272,-0.0254,1.372,-36.959,-39.169,-35.876
BOOST_NEGPULSE_1S,1393,0.78817,0.3745,0.351,-0.0235,1.022,-27.528,-30.717,-29.258
BOOST_NEGPULSE_1S,1393,0.78817,0.3355,0.3127,-0.0228,0.943,-25.41,-26.948,-25.748
BOOST_NEGPULSE_1S,1431,0.78603,1.0,0.9646,-0.0354,2.029,-54.531,-55.978,-57.092
BOOST_NEGPULSE_1S,1431,0.78603,0.9598,0.9313,-0.0285,2.011,-54.056,-56.362,-56.739
BOOST_NEGPULSE_1S,1431,0.78603,0.9209,0.9006,-0.0203,2.009,-54.006,-55.884,-55.934
BOOST_NEGPULSE_1S,1431,0.78603,0.843,0.8186,-0.0244,1.989,-53.456,-54.805,-55.394
BOOST_NEGPULSE_1S,1431,0.78603,0.765,0.7331,-0.0319,1.908,-51.295,-53.451,-53.265
BOOST_NEGPULSE_1S,1431,0.78603,0.6871,0.6491,-0.038,1.784,-47.964,-49.853,-48.798
BOOST_NEGPULSE_1S,1431,0.78603,0.6092,0.5678,-0.0414,1.662,-44.688,-46.736,-46.489
BOOST_NEGPULSE_1S,1431,0.78603,0.5313,0.4921,-0.0392,1.523,-40.94,-42.825,-41.458
BOOST_NEGPULSE_1S,1431,0.78603,0.4534,0.4197,-0.0337,1.305,-35.084,-39.154,-35.272
BOOST_NEGPULSE_1S,1431,0.78603,0.3755,0.3444,-0.0311,0.988,-26.559,-30.331,-28.55
BOOST_NEGPULSE_1S,1468,0.77231,1.0,0.9676,-0.0324,2.005,-52.899,-51.162,-52.503
BOOST_NEGPULSE_1S,1468,0.77231,0.96,0.9352,-0.0248,1.991,-52.526,-51.932,-52.298
BOOST_NEGPULSE_1S,1468,0.77231,0.9218,0.9061,-0.0157,1.986,-52.392,-51.351,-50.918
BOOST_NEGPULSE_1S,1468,0.77231,0.8453,0.825,-0.0203,1.959,-51.683,-51.168,-52.196
BOOST_NEGPULSE_1S,1468,0.77231,0.7689,0.735,-0.0339,1.877,-49.52,-50.354,-48.161
BOOST_NEGPULSE_1S,1468,0.77231,0.6924,0.6554,-0.037,1.758,-46.367,-46.172,-45.458
BOOST_NEGPULSE_1S,1468,0.77231,0.6159,0.5776,-0.0383,1.636,-43.173,-43.224,-42.268
BOOST_NEGPULSE_1S,1468,0.77231,0.5395,0.5039,-0.0356,1.496,-39.457,-38.793,-38.799
BOOST_NEGPULSE_1S,1468,0.77231,0.463,0.4335,-0.0295,1.277,-33.694,-36.873,-33.922
BOOST_NEGPULSE_1S,1468,0.77231,0.3865,0.3594,-0.0271,0.983,-25.923,-28.686,-27.181
BOOST_NEGPULSE_1S,1468,0.77231,0.3483,0.3239,-0.0244,0.916,-24.146,-25.703,-24.362
BOOST_NEGPULSE_1S,1506,0.7708,1.0,0.9661,-0.0339,1.93,-50.882,-53.058,-54.535
BOOST_NEGPULSE_1S,1506,0.7708,0.9594,0.933,-0.0264,1.916,-50.49,-53.941,-54.271
BOOST_NEGPULSE_1S,1506,0.7708,0.9212,0.9023,-0.0189,1.917,-50.539,-53.083,-52.405
BOOST_NEGPULSE_1S,1506,0.7708,0.8448,0.8203,-0.0245,1.89,-49.809,-52.896,-54.266
BOOST_NEGPULSE_1S,1506,0.7708,0.7684,0.7286,-0.0398,1.8,-47.445,-52.082,-49.352
BOOST_NEGPULSE_1S,1506,0.7708,0.692,0.6482,-0.0438,1.683,-44.348,-47.441,-46.779
BOOST_NEGPULSE_1S,1506,0.7708,0.6156,0.5696,-0.046,1.566,-41.282,-44.587,-43.329
BOOST_NEGPULSE_1S,1506,0.7708,0.5392,0.4975,-0.0417,1.425,-37.567,-39.88,-40.249
BOOST_NEGPULSE_1S,1506,0.7708,0.4628,0.4279,-0.0349,1.203,-31.715,-38.125,-34.591
BOOST_NEGPULSE_1S,1506,0.7708,0.3864,0.3538,-0.0326,0.959,-25.276,-29.515,-27.738
BOOST_NEGPULSE_1S,1543,0.76439,1.0,0.9656,-0.0344,1.863,-48.703,-47.92,-49.415
BOOST_NEGPULSE_1S,1543,0.76439,0.9588,0.9341,-0.0247,1.853,-48.427,-48.952,-49.127
BOOST_NEGPULSE_1S,1543,0.76439,0.921,0.9042,-0.0168,1.857,-48.542,-47.535,-47.023
BOOST_NEGPULSE_1S,1543,0.76439,0.8452,0.8231,-0.0221,1.822,-47.63,-47.794,-50.098
BOOST_NEGPULSE_1S,1543,0.76439,0.7694,0.7272,-0.0422,1.733,-45.302,-47.912,-44.388
BOOST_NEGPULSE_1S,1543,0.76439,0.6936,0.6503,-0.0433,1.618,-42.295,-42.609,-42.821
BOOST_NEGPULSE_1S,1543,0.76439,0.6179,0.574,-0.0439,1.504,-39.324,-40.602,-38.794
BOOST_NEGPULSE_1S,1543,0.76439,0.5421,0.5029,-0.0392,1.364,-35.645,-36.394,-37.082
BOOST_NEGPULSE_1S,1543,0.76439,0.4663,0.434,-0.0323,1.14,-29.804,-34.485,-31.01
BOOST_NEGPULSE_1S,1543,0.76439,0.3905,0.3598,-0.0307,0.939,-24.54,-27.173,-25.488
BOOST_NEGPULSE_1S,1581,0.75798,1.0,0.965,-0.035,1.809,-46.904,-47.517,-49.045
BOOST_NEGPULSE_1S,1581,0.75798,0.9582,0.9346,-0.0236,1.803,-46.741,-48.6,-48.209
BOOST_NEGPULSE_1S,1581,0.75798,0.9206,0.9044,-0.0162,1.806,-46.832,-46.405,-45.895
BOOST_NEGPULSE_1S,1581,0.75798,0.8455,0.8238,-0.0217,1.765,-45.759,-47.281,-50.471
BOOST_NEGPULSE_1S,1581,0.75798,0.7703,0.7281,-0.0422,1.673,-43.388,-46.921,-43.132
BOOST_NEGPULSE_1S,1581,0.75798,0.6952,0.652,-0.0432,1.562,-40.486,-41.81,-42.848
BOOST_NEGPULSE_1S,1581,0.75798,0.62,0.5768,-0.0432,1.45,-37.597,-39.852,-37.712
BOOST_NEGPULSE_1S,1581,0.75798,0.5449,0.5099,-0.035,1.308,-33.908,-36.519,-37.192
BOOST_NEGPULSE_1S,1581,0.75798,0.4697,0.44,-0.0297,1.085,-28.134,-33.756,-30.285
BOOST_NEGPULSE_1S,1581,0.75798,0.3946,0.3663,-0.0283,0.919,-23.812,-26.747,-25.379
BOOST_NEGPULSE_1S,1618,0.75233,1.0,0.9642,-0.0358,1.755,-45.184,-44.094,-45.916
BOOST_NEGPULSE_1S,1618,0.75233,0.9576,0.9342,-0.0234,1.754,-45.14,-45.916,-44.369
BOOST_NEGPULSE_1S,1618,0.75233,0.9203,0.9017,-0.0186,1.757,-45.223,-42.172,-41.638
BOOST_NEGPULSE_1S,1618,0.75233,0.8457,0.8207,-0.025,1.712,-44.066,-44.039,-47.2
BOOST_NEGPULSE_1S,1618,0.75233,0.7711,0.7398,-0.0313,1.618,-41.646,-43.109,-38.361
BOOST_NEGPULSE_1S,1618,0.75233,0.6965,0.6581,-0.0384,1.511,-38.898,-38.732,-40.213
BOOST_NEGPULSE_1S,1618,0.75233,0.6219,0.5787,-0.0432,1.403,-36.11,-36.749,-34.234
BOOST_NEGPULSE_1S,1618,0.75233,0.5472,0.5097,-0.0375,1.261,-32.469,-33.791,-35.068
BOOST_NEGPULSE_1S,1618,0.75233,0.4726,0.4425,-0.0301,1.043,-26.847,-31.057,-27.884
BOOST_NEGPULSE_1S,1618,0.75233,0.398,0.3711,-0.0269,0.91,-22.869,-25.226,-22.934
BOOST_NEGPULSE_1S,1656,0.74459,1.0,0.9627,-0.0373,1.707,-43.475,-44.421,-47.726
BOOST_NEGPULSE_1S,1656,0.74459,0.9569,0.934,-0.0229,1.709,-43.532,-47.555,-45.823
BOOST_NEGPULSE_1S,1656,0.74459,0.92,0.8991,-0.0209,1.711,-43.58,-42.225,-40.871
BOOST_NEGPULSE_1S,1656,0.74459,0.8462,0.8177,-0.0285,1.66,-42.3,-44.615,-47.999
BOOST_NEGPULSE_1S,1656,0.74459,0.7723,0.7356,-0.0367,1.567,-39.925,-41.559,-37.231
BOOST_NEGPULSE_1S,1656,0.74459,0.6985,0.6537,-0.0448,1.464,-37.303,-39.052,-40.98
BOOST_NEGPULSE_1S,1656,0.74459,0.6246,0.577,-0.0476,1.358,-34.585,-36.325,-34.138
BOOST_NEGPULSE_1S,1656,0.74459,0.5508,0.5096,-0.0412,1.216,-30.977,-33.945,-36.152
BOOST_NEGPULSE_1S,1656,0.74459,0.4769,0.4482,-0.0287,1.003,-25.54,-31.558,-29.25
BOOST_NEGPULSE_1S,1656,0.74459,0.4031,0.3787,-0.0244,0.903,-21.645,-26.405,-23.975
BOOST_NEGPULSE_1S,1656,0.74459,0.3662,0.3481,-0.0181,0.935,-18.362,-22.215,-21.889
BOOST_NEGPULSE_1S,1693,0.73512,1.0,0.958,-0.042,1.647,-41.423,-45.636,-50.261
BOOST_NEGPULSE_1S,1693,0.73512,0.9562,0.9319,-0.0243,1.656,-41.641,-49.512,-47.34
BOOST_NEGPULSE_1S,1693,0.73512,0.9198,0.8959,-0.0239,1.655,-41.615,-43.736,-41.355
BOOST_NEGPULSE_1S,1693,0.73512,0.8469,0.8138,-0.0331,1.6,-40.238,-45.489,-49.447
BOOST_NEGPULSE_1S,1693,0.73512,0.774,0.7331,-0.0409,1.509,-37.957,-40.917,-38.362
BOOST_NEGPULSE_1S,1693,0.73512,0.701,0.6527,-0.0483,1.412,-35.507,-39.613,-41.278
BOOST_NEGPULSE_1S,1693,0.73512,0.6282,0.5789,-0.0493,1.309,-32.916,-36.417,-34.892
BOOST_NEGPULSE_1S,1693,0.73512,0.5552,0.513,-0.0422,1.167,-29.34,-34.467,-36.666
BOOST_NEGPULSE_1S,1693,0.73512,0.4823,0.4514,-0.0309,0.973,-24.476,-32.492,-30.4
BOOST_NEGPULSE_1S,1693,0.73512,0.4094,0.3847,-0.0247,0.898,-20.367,-27.579,-25.101
BOOST_NEGPULSE_1S,1693,0.73512,0.373,0.3568,-0.0162,0.946,-17.733,-23.466,-22.598
BOOST_NEGPULSE_1S,1731,0.72655,1.0,0.9524,-0.0476,1.606,-39.918,-41.559,-46.339
BOOST_NEGPULSE_1S,1731,0.72655,0.9555,0.9291,-0.0264,1.619,-40.261,-44.984,-42.35
BOOST_NEGPULSE_1S,1731,0.72655,0.9195,0.8941,-0.0254,1.616,-40.18,-38.924,-36.869
BOOST_NEGPULSE_1S,1731,0.72655,0.8474,0.8107,-0.0367,1.558,-38.727,-41.009,-43.655
BOOST_NEGPULSE_1S,1731,0.72655,0.7753,0.7321,-0.0432,1.467,-36.463,-36.915,-35.279
BOOST_NEGPULSE_1S,1731,0.72655,0.7033,0.6543,-0.049,1.373,-34.139,-35.634,-36.454
BOOST_NEGPULSE_1S,1731,0.72655,0.6312,0.5811,-0.0501,1.269,-31.554,-32.803,-32.325
BOOST_NEGPULSE_1S,1731,0.72655,0.5591,0.5162,-0.0429,1.128,-28.047,-31.268,-32.937
BOOST_NEGPULSE_1S,1731,0.72655,0.4871,0.4511,-0.036,0.961,-23.903,-29.913,-27.667
BOOST_NEGPULSE_1S,1731,0.72655,0.415,0.3886,-0.0264,0.899,-19.45,-24.331,-22.3
BOOST_NEGPULSE_1S,1768,0.71429,1.0,0.9482,-0.0518,1.561,-38.161,-40.749,-45.2
BOOST_NEGPULSE_1S,1768,0.71429,0.955,0.9261,-0.0289,1.579,-38.593,-43.822,-40.177
BOOST_NEGPULSE_1S,1768,0.71429,0.9196,0.8919,-0.0277,1.573,-38.454,-37.314,-35.691
BOOST_NEGPULSE_1S,1768,0.71429,0.8487,0.8077,-0.041,1.513,-36.991,-39.671,-41.944
BOOST_NEGPULSE_1S,1768,0.71429,0.7779,0.7304,-0.0475,1.426,-34.865,-37.635,-35.78
BOOST_NEGPULSE_1S,1768,0.71429,0.707,0.6546,-0.0524,1.337,-32.671,-34.691,-34.831
BOOST_NEGPULSE_1S,1768,0.71429,0.6362,0.5819,-0.0543,1.233,-30.15,-34.116,-33.613
BOOST_NEGPULSE_1S,1768,0.71429,0.5653,0.5172,-0.0481,1.095,-26.753,-32.138,-29.764
BOOST_NEGPULSE_1S,1768,0.71429,0.4945,0.4538,-0.0407,0.952,-23.273,-29.812,-27.454
BOOST_NEGPULSE_1S,1768,0.71429,0.4236,0.3933,-0.0303,0.905,-18.808,-23.593,-21.553
BOOST_NEGPULSE_1S,1768,0.71429,0.3528,0.3481,-0.0047,0.951,-13.347,-18.01,-17.712
BOOST_NEGPULSE_1S,1806,0.71601,1.0,0.9448,-0.0552,1.489,-36.53,-37.363,-40.926
BOOST_NEGPULSE_1S,1806,0.71601,0.9539,0.9206,-0.0333,1.508,-37.002,-40.148,-35.846
BOOST_NEGPULSE_1S,1806,0.71601,0.9183,0.8833,-0.035,1.502,-36.863,-33.84,-33.678
BOOST_NEGPULSE_1S,1806,0.71601,0.8472,0.7964,-0.0508,1.443,-35.406,-36.255,-38.267
BOOST_NEGPULSE_1S,1806,0.71601,0.7761,0.7181,-0.058,1.355,-33.248,-33.796,-33.162
BOOST_NEGPULSE_1S,1806,0.71601,0.705,0.6415,-0.0635,1.268,-31.103,-31.689,-32.412
BOOST_NEGPULSE_1S,1806,0.71601,0.6338,0.5687,-0.0651,1.165,-28.591,-30.832,-30.494
BOOST_NEGPULSE_1S,1806,0.71601,0.5627,0.5061,-0.0566,1.024,-25.126,-29.066,-28.553
BOOST_NEGPULSE_1S,1806,0.71601,0.4916,0.4436,-0.048,0.924,-22.666,-25.704,-24.794
BOOST_NEGPULSE_1S,1806,0.71601,0.4205,0.3841,-0.0364,0.968,-16.904,-21.44,-18.822
BOOST_NEGPULSE_1S,1806,0.71601,0.3849,0.361,-0.0239,0.947,-14.199,-18.051,-17.125
BOOST_NEGPULSE_1S,1806,0.71601,0.3494,0.3411,-0.0083,0.952,-10.618,-15.727,-15.352
BOOST_NEGPULSE_1S,1843,0.70208,1.0,0.9399,-0.0601,1.441,-34.638,-37.7,-40.353
BOOST_NEGPULSE_1S,1843,0.70208,0.9529,0.9148,-0.0381,1.462,-35.164,-40.258,-35.21
BOOST_NEGPULSE_1S,1843,0.70208,0.9181,0.8756,-0.0425,1.453,-34.935,-33.932,-34.941
BOOST_NEGPULSE_1S,1843,0.70208,0.8484,0.7886,-0.0598,1.393,-33.498,-36.339,-38.254
BOOST_NEGPULSE_1S,1843,0.70208,0.7787,0.7124,-0.0663,1.31,-31.505,-35.198,-32.935
BOOST_NEGPULSE_1S,1843,0.70208,0.709,0.6364,-0.0726,1.227,-29.496,-30.988,-32.774
BOOST_NEGPULSE_1S,1843,0.70208,0.6393,0.5685,-0.0708,1.128,-27.115,-31.059,-26.707
BOOST_NEGPULSE_1S,1843,0.70208,0.5696,0.5061,-0.0635,0.994,-23.891,-25.294,-28.316
BOOST_NEGPULSE_1S,1843,0.70208,0.4999,0.4439,-0.056,0.916,-21.965,-26.35,-24.136
BOOST_NEGPULSE_1S,1843,0.70208,0.4303,0.385,-0.0453,0.971,-16.483,-21.675,-19.196
BOOST_NEGPULSE_1S,1881,0.69114,1.0,0.9363,-0.0637,1.393,-32.996,-37.638,-38.492
BOOST_NEGPULSE_1S,1881,0.69114,0.9521,0.9072,-0.0449,1.415,-33.526,-38.717,-35.194
BOOST_NEGPULSE_1S,1881,0.69114,0.9177,0.8663,-0.0514,1.402,-33.221,-33.311,-35.887
BOOST_NEGPULSE_1S,1881,0.69114,0.8491,0.78,-0.0691,1.343,-31.808,-35.769,-35.955
BOOST_NEGPULSE_1S,1881,0.69114,0.7804,0.7046,-0.0758,1.267,-30.025,-33.853,-33.129
BOOST_NEGPULSE_1S,1881,0.69114,0.7117,0.6318,-0.0799,1.186,-28.104,-31.331,-31.237
BOOST_NEGPULSE_1S,1881,0.69114,0.6431,0.5647,-0.0784,1.088,-25.769,-30.009,-24.171
BOOST_NEGPULSE_1S,1881,0.69114,0.5744,0.5036,-0.0708,0.963,-22.818,-23.48,-25.212
BOOST_REST,40,0.99363,1.0,0.9897,-0.0103,3.583,-121.372,-121.624,-124.205
BOOST_REST,40,0.99363,0.9493,0.9417,-0.0076,3.812,-129.136,-127.86,-127.85
BOOST_REST,40,0.99363,0.9002,0.8909,-0.0093,3.763,-127.486,-126.642,-125.831
BOOST_REST,40,0.99363,0.802,0.7979,-0.0041,3.399,-115.153,-114.024,-113.977
BOOST_REST,40,0.99363,0.7038,0.7018,-0.002,3.37,-114.174,-111.48,-111.602
BOOST_REST,40,0.99363,0.6056,0.5948,-0.0108,3.197,-108.314,-102.917,-103.405
BOOST_REST,40,0.99363,0.5074,0.4996,-0.0078,2.872,-97.303,-97.399,-97.997
BOOST_REST,40,0.99363,0.4092,0.4033,-0.0059,2.706,-91.695,-91.361,-91.694
BOOST_REST,40,0.99363,0.311,0.3072,-0.0038,2.513,-85.149,-84.918,-84.896
BOOST_REST,40,0.99363,0.2128,0.2083,-0.0045,2.214,-74.995,-72.647,-72.748
BOOST_REST,40,0.99363,0.1637,0.1564,-0.0073,1.904,-64.497,-63.519,-62.891
BOOST_REST,76,0.98915,1.0,0.9896,-0.0104,3.6,-121.508,-126.752,-129.458
BOOST_REST,76,0.98915,0.9498,0.9418,-0.008,3.76,-126.893,-133.525,-133.51
BOOST_REST,76,0.98915,0.9009,0.8914,-0.0095,3.721,-125.611,-132.22,-131.416
BOOST_REST,76,0.98915,0.8031,0.7982,-0.0049,3.369,-113.72,-119.077,-118.907
BOOST_REST,76,0.98915,0.7053,0.7023,-0.003,3.339,-112.697,-116.313,-116.508
BOOST_REST,76,0.98915,0.6075,0.5963,-0.0112,3.193,-107.786,-107.325,-108.403
BOOST_REST,76,0.98915,0.5096,0.5003,-0.0093,2.862,-96.579,-101.472,-102.281
BOOST_REST,76,0.98915,0.4118,0.4042,-0.0076,2.695,-90.963,-95.145,-95.705
BOOST_REST,76,0.98915,0.314,0.3082,-0.0058,2.497,-84.29,-88.29,-88.527
BOOST_REST,76,0.98915,0.2161,0.2098,-0.0063,2.178,-73.516,-75.499,-75.643
BOOST_REST,76,0.98915,0.1672,0.159,-0.0082,1.88,-63.44,-66.12,-65.433
BOOST_REST,112,0.97716,1.0,0.9896,-0.0104,3.56,-118.629,-124.694,-127.137
BOOST_REST,112,0.97716,0.9506,0.9423,-0.0083,3.691,-122.98,-130.984,-131.129
BOOST_REST,112,0.97716,0.9023,0.8926,-0.0097,3.649,-121.586,-129.848,-129.238
BOOST_REST,112,0.97716,0.8058,0.8008,-0.005,3.325,-110.801,-117.412,-116.959
BOOST_REST,112,0.97716,0.7092,0.7055,-0.0037,3.312,-110.357,-114.257,-114.501
BOOST_REST,112,0.97716,0.6126,0.6043,-0.0083,3.16,-105.297,-106.492,-108.047
BOOST_REST,112,0.97716,0.516,0.5072,-0.0088,2.84,-94.641,-100.168,-100.916
BOOST_REST,112,0.97716,0.4194,0.4121,-0.0073,2.67,-88.977,-94.033,-94.556
BOOST_REST,112,0.97716,0.3227,0.3172,-0.0055,2.478,-82.561,-87.25,-87.495
BOOST_REST,112,0.97716,0.2262,0.2206,-0.0056,2.17,-72.323,-67.012,-67.066
BOOST_REST,112,0.97716,0.1779,0.1717,-0.0062,1.821,-60.672,-64.089,-63.92
BOOST_REST,150,0.96752,1.0,0.9896,-0.0104,3.505,-115.611,-121.12,-123.334
BOOST_REST,150,0.96752,0.9513,0.943,-0.0083,3.682,-121.474,-126.307,-126.622
BOOST_REST,150,0.96752,0.9035,0.8939,-0.0096,3.655,-120.571,-125.85,-125.432
BOOST_REST,150,0.96752,0.8078,0.8034,-0.0044,3.368,-111.1,-113.955,-113.572
BOOST_REST,150,0.96752,0.7123,0.7078,-0.0045,3.296,-108.722,-110.278,-110.732
BOOST_REST,150,0.96752,0.6166,0.6099,-0.0067,3.122,-102.997,-104.858,-105.302
BOOST_REST,150,0.96752,0.521,0.5122,-0.0088,2.875,-94.843,-98.042,-98.575
BOOST_REST,150,0.96752,0.4253,0.4182,-0.0071,2.685,-88.561,-92.209,-92.551
BOOST_REST,150,0.96752,0.3297,0.3241,-0.0056,2.48,-81.82,-85.574,-85.387
BOOST_REST,150,0.96752,0.2341,0.2298,-0.0043,2.155,-71.082,-64.298,-63.897
BOOST_REST,150,0.96752,0.1863,0.1822,-0.0041,1.835,-60.525,-60.504,-60.54
BOOST_REST,187,0.95751,1.0,0.9896,-0.0104,3.469,-113.285,-118.994,-121.112
BOOST_REST,187,0.95751,0.9523,0.9428,-0.0095,3.554,-116.04,-123.247,-123.724
BOOST_REST,187,0.95751,0.905,0.8926,-0.0124,3.555,-116.074,-123.283,-123.079
BOOST_REST,187,0.95751,0.8104,0.8066,-0.0038,3.282,-107.164,-112.28,-111.93
BOOST_REST,187,0.95751,0.7157,0.7117,-0.004,3.282,-107.174,-108.321,-108.828
BOOST_REST,187,0.95751,0.6211,0.6172,-0.0039,3.119,-101.845,-103.936,-104.108
BOOST_REST,187,0.95751,0.5264,0.5194,-0.007,2.828,-92.325,-97.288,-97.708
BOOST_REST,187,0.95751,0.4318,0.4256,-0.0062,2.649,-86.498,-91.391,-91.683
BOOST_REST,187,0.95751,0.3371,0.3322,-0.0049,2.476,-80.845,-84.069,-83.915
BOOST_REST,187,0.95751,0.2425,0.2399,-0.0026,2.106,-68.776,-65.25,-64.746
BOOST_REST,187,0.95751,0.1951,0.1949,-0.0002,1.76,-57.455,-58.167,-58.163
BOOST_REST,225,0.94743,1.0,0.9893,-0.0107,3.445,-111.282,-115.012,-117.026
BOOST_REST,225,0.94743,0.9531,0.9439,-0.0092,3.612,-116.677,-118.163,-118.735
BOOST_REST,225,0.94743,0.9063,0.8963,-0.01,3.525,-113.878,-118.145,-118.182
BOOST_REST,225,0.94743,0.8127,0.809,-0.0037,3.261,-105.354,-109.434,-109.109
BOOST_REST,225,0.94743,0.719,0.7141,-0.0049,3.246,-104.869,-105.537,-106.05
BOOST_REST,225,0.94743,0.6254,0.6216,-0.0038,3.069,-99.148,-101.68,-101.795
BOOST_REST,225,0.94743,0.5317,0.5257,-0.006,2.858,-92.32,-95.402,-95.363
BOOST_REST,225,0.94743,0.4381,0.4324,-0.0057,2.687,-86.783,-89.117,-89.373
BOOST_REST,225,0.94743,0.3445,0.3394,-0.0051,2.442,-78.897,-81.886,-81.349
BOOST_REST,225,0.94743,0.2508,0.2487,-0.0021,2.1,-67.85,-67.789,-66.116
BOOST_REST,225,0.94743,0.204,0.2047,0.0007,1.736,-56.071,-55.118,-55.175
BOOST_REST,262,0.93814,1.0,0.989,-0.011,3.332,-106.576,-108.93,-110.575
BOOST_REST,262,0.93814,0.9536,0.9438,-0.0098,3.462,-110.748,-111.351,-111.862
BOOST_REST,262,0.93814,0.9073,0.8969,-0.0104,3.453,-110.477,-111.265,-111.233
BOOST_REST,262,0.93814,0.8146,0.8106,-0.004,3.222,-103.07,-103.799,-103.579
BOOST_REST,262,0.93814,0.7219,0.7167,-0.0052,3.16,-101.098,-100.748,-101.092
BOOST_REST,262,0.93814,0.6291,0.626,-0.0031,2.984,-95.441,-97.531,-97.618
BOOST_REST,262,0.93814,0.5364,0.5315,-0.0049,2.771,-88.649,-90.725,-90.678
BOOST_REST,262,0.93814,0.4437,0.4377,-0.006,2.597,-83.063,-84.838,-84.79
BOOST_REST,262,0.93814,0.3509,0.3453,-0.0056,2.412,-77.152,-78.159,-76.351
BOOST_REST,262,0.93814,0.2582,0.2564,-0.0018,2.031,-64.979,-63.732,-63.796
BOOST_REST,262,0.93814,0.2119,0.2131,0.0012,1.659,-53.068,-51.121,-51.165
BOOST_REST,300,0.9312,1.0,0.989,-0.011,3.311,-105.187,-107.925,-109.54
BOOST_REST,300,0.9312,0.9539,0.9445,-0.0094,3.464,-110.042,-110.531,-111.029
BOOST_REST,300,0.9312,0.9079,0.8987,-0.0092,3.382,-107.426,-109.757,-109.804
BOOST_REST,300,0.9312,0.8159,0.8134,-0.0025,3.177,-100.933,-102.002,-101.865
BOOST_REST,300,0.9312,0.7238,0.7193,-0.0045,3.145,-99.915,-100.754,-101.081
BOOST_REST,300,0.9312,0.6317,0.6298,-0.0019,2.976,-94.539,-97.268,-97.321
BOOST_REST,300,0.9312,0.5396,0.5368,-0.0028,2.799,-88.924,-90.383,-90.353
BOOST_REST,300,0.9312,0.4475,0.443,-0.0045,2.579,-81.941,-84.346,-84.309
BOOST_REST,300,0.9312,0.3554,0.3506,-0.0048,2.404,-76.386,-77.522,-77.458
BOOST_REST,300,0.9312,0.2633,0.2622,-0.0011,2.012,-63.911,-62.658,-62.698
BOOST_REST,300,0.9312,0.2173,0.2208,0.0035,1.655,-52.565,-50.066,-50.087
BOOST_REST,337,0.92178,1.0,0.9888,-0.0112,3.151,-99.111,-103.78,-105.389
BOOST_REST,337,0.92178,0.9544,0.9445,-0.0099,3.261,-102.554,-106.468,-106.996
BOOST_REST,337,0.92178,0.9088,0.8994,-0.0094,3.27,-102.825,-105.126,-105.105
BOOST_REST,337,0.92178,0.8177,0.8164,-0.0013,3.028,-95.238,-97.317,-97.247
BOOST_REST,337,0.92178,0.7265,0.7231,-0.0034,3.061,-96.267,-98.353,-98.606
BOOST_REST,337,0.92178,0.6354,0.6353,-0.0001,2.841,-89.351,-94.262,-94.261
BOOST_REST,337,0.92178,0.5442,0.5434,-0.0008,2.664,-83.769,-87.53,-87.468
BOOST_REST,337,0.92178,0.453,0.4499,-0.0031,2.479,-77.972,-81.514,-81.621
BOOST_REST,337,0.92178,0.3619,0.3576,-0.0043,2.281,-71.722,-74.41,-74.515
BOOST_REST,337,0.92178,0.2707,0.2711,0.0004,1.947,-61.208,-59.796,-59.816
BOOST_REST,337,0.92178,0.2251,0.2311,0.006,1.546,-48.623,-48.517,-48.973
BOOST_REST,375,0.9129,1.0,0.9884,-0.0116,3.124,-97.343,-99.895,-101.476
BOOST_REST,375,0.9129,0.9548,0.9447,-0.0101,3.218,-100.266,-102.132,-102.629
BOOST_REST,375,0.9129,0.9097,0.9003,-0.0094,3.211,-100.047,-100.901,-100.827
BOOST_REST,375,0.9129,0.8194,0.8182,-0.0012,3.01,-93.767,-93.291,-93.424
BOOST_REST,375,0.9129,0.7291,0.7251,-0.004,2.998,-93.41,-95.359,-95.64
BOOST_REST,375,0.9129,0.6388,0.639,0.0002,2.85,-88.79,-90.891,-90.892
BOOST_REST,375,0.9129,0.5485,0.5491,0.0006,2.628,-81.872,-84.738,-84.803
BOOST_REST,375,0.9129,0.4582,0.4549,-0.0033,2.465,-76.79,-77.826,-78.188
BOOST_REST,375,0.9129,0.3679,0.3632,-0.0047,2.286,-71.228,-71.072,-71.314
BOOST_REST,375,0.9129,0.2776,0.2784,0.0008,1.892,-58.948,-56.905,-56.943
BOOST_REST,375,0.9129,0.2324,0.2409,0.0085,1.514,-47.168,-44.929,-44.774
BOOST_REST,412,0.90105,1.0,0.9872,-0.0128,2.991,-92.007,-94.53,-95.939
BOOST_REST,412,0.90105,0.9554,0.9438,-0.0116,3.032,-93.259,-95.429,-95.958
BOOST_REST,412,0.90105,0.9108,0.9002,-0.0106,3.003,-92.364,-95.142,-95.066
