cell,cycle,SOH,CAP_Ah,SOC,direction,rate_rank,I_A,V_pre_V,rest_before_s,n_points,R0_mOhm,R1_mOhm,tau1_s,R2_mOhm,tau2_s,fit_rmse_mV
RPC_CC,1,1.0,2.9103,0.5121,discharge,3,-29.722,3.7365,300.0,12,9.237,0.001,0.2134,5.8399,8.528,0.85
RPC_CC,1,1.0,2.9103,0.4151,discharge,3,-29.711,3.6539,300.0,12,9.2099,0.001,0.2134,6.0174,8.7874,0.548
RPC_CC,1,1.0,2.9103,0.3181,discharge,3,-29.689,3.593,300.0,12,9.2633,0.001,0.2134,6.6735,9.6139,0.462
RPC_CC,1,1.0,2.9103,0.221,discharge,3,-29.723,3.5082,300.0,12,9.5111,0.001,0.2134,5.9705,8.0319,0.82
RPC_CC,1,1.0,2.9103,0.9973,discharge,3,-29.817,4.1847,1462.0,12,10.4355,0.001,0.2134,4.6342,4.9729,0.944
RPC_CC,1,1.0,2.9103,0.9488,discharge,3,-29.855,4.1039,300.0,12,9.9267,0.001,0.2134,3.3545,5.7767,1.025
RPC_CC,1,1.0,2.9103,0.9003,discharge,3,-29.819,4.082,300.0,12,9.7435,0.001,0.2134,4.3023,8.528,0.786
RPC_CC,1,1.0,2.9103,0.8032,discharge,3,-29.741,4.0304,300.0,12,9.8692,0.001,0.2134,5.9729,8.7874,1.039
RPC_CC,1,1.0,2.9103,0.7062,discharge,3,-29.773,3.9238,300.0,12,9.774,0.001,0.2134,4.8318,8.2762,1.209
RPC_CC,1,1.0,2.9103,0.6092,discharge,3,-29.757,3.8298,300.0,12,9.3054,0.001,0.2134,5.2442,9.0547,0.926
RPC_CC,1,1.0,2.9103,0.5121,discharge,3,-29.723,3.7365,300.0,12,9.2413,0.001,0.2134,5.8454,8.528,0.84
RPC_CC,1,1.0,2.9103,0.4151,discharge,3,-29.712,3.6536,300.0,12,9.2021,0.001,0.2134,6.025,8.7874,0.512
RPC_CC,1,1.0,2.9103,0.3181,discharge,3,-29.691,3.5929,300.0,12,9.2657,0.001,0.2134,6.6797,9.6139,0.46
RPC_CC,1,1.0,2.9103,0.221,discharge,3,-29.728,3.5081,300.0,12,9.5222,0.001,0.2134,5.9724,8.0319,0.817
RPC_CC,1,1.0,2.9103,0.9973,discharge,3,-29.821,4.1846,1462.9,12,10.4452,0.001,0.2134,4.6309,4.9729,0.953
RPC_CC,1,1.0,2.9103,0.9488,discharge,3,-29.857,4.1039,300.0,12,9.931,0.001,0.2134,3.3614,5.7767,1.052
RPC_CC,1,1.0,2.9103,0.9003,discharge,3,-29.821,4.082,300.0,12,9.7542,0.001,0.2134,4.3861,8.7874,0.794
RPC_CC,1,1.0,2.9103,0.8033,discharge,3,-29.745,4.0303,300.0,12,9.8722,0.001,0.2134,5.977,8.7874,0.995
RPC_CC,1,1.0,2.9103,0.7062,discharge,3,-29.775,3.9236,300.0,12,9.7726,0.001,0.2134,4.8303,8.2762,1.172
RPC_CC,1,1.0,2.9103,0.6092,discharge,3,-29.758,3.8299,300.1,12,9.3115,0.001,0.2134,5.2523,9.0547,0.954
RPC_CC,1,1.0,2.9103,0.5121,discharge,3,-29.726,3.7365,300.0,12,9.2474,0.001,0.2134,5.8515,8.528,0.834
RPC_CC,1,1.0,2.9103,0.4151,discharge,3,-29.715,3.6537,300.0,12,9.2091,0.001,0.2134,6.0307,8.7874,0.514
RPC_CC,1,1.0,2.9103,0.3181,discharge,3,-29.693,3.5927,300.0,12,9.2641,0.001,0.2134,6.6849,9.6139,0.512
RPC_CC,1,1.0,2.9103,0.221,discharge,3,-29.732,3.5079,300.0,12,9.5327,0.001,0.2134,6.0789,8.2762,0.824
RPC_CC,1,1.0,2.9103,0.7103,charge,1,15.0,3.9238,300.0,12,9.7553,0.001,0.2134,4.8125,9.0547,0.48
RPC_CC,1,1.0,2.9103,0.6132,charge,1,15.0,3.8299,300.0,12,9.5283,0.001,0.2134,6.603,11.1677,0.297
RPC_CC,1,1.0,2.9103,0.5162,charge,1,15.0,3.736,300.0,12,9.4678,0.001,0.2134,4.9368,8.528,0.483
RPC_CC,1,1.0,2.9103,0.4191,charge,1,15.0,3.6536,300.0,12,9.4192,0.001,0.2134,4.6814,8.0319,0.425
RPC_CC,1,1.0,2.9103,0.3221,charge,1,15.0,3.5927,300.0,12,9.4539,0.001,0.2134,4.7103,7.7948,0.339
RPC_CC,1,1.0,2.9103,0.2251,charge,1,15.0,3.5077,300.0,12,9.6872,0.001,0.2134,6.9546,11.8574,0.391
RPC_CC,1,1.0,2.9103,0.1765,charge,1,15.001,3.4427,300.0,12,9.8698,0.001,0.2134,7.7495,12.5897,0.334
RPC_CC,1,1.0,2.9103,0.128,charge,1,15.001,3.4089,300.0,12,10.1797,0.001,0.2134,4.1877,7.7948,0.455
RPC_CC,1,1.0,2.9103,0.0795,charge,1,15.0,3.3472,300.0,12,11.5517,0.001,0.2134,5.2327,5.1242,0.597
RPC_CC,1,1.0,2.9103,0.0504,charge,1,15.0,3.1629,300.0,12,13.503,0.001,0.2134,16.7819,10.838,0.779
