temp_set_C,T_cell_C,SOC,direction,rate_rank,I_A,V_pre_V,rest_before_s,n_points,R0_mOhm,R1_mOhm,tau1_s,R2_mOhm,tau2_s,fit_rmse_mV,file
0,-0.42,0.9999,discharge,3,-11.999,4.18394,849.3,101,21.6073,15.2548,0.2066,9.6492,3.802,0.9968,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.32,0.9998,discharge,4,-24.001,4.18343,986.6,101,19.7174,9.6857,0.155,5.2985,2.194,0.8078,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.53,0.95,discharge,0,-2.999,4.08415,5444.9,101,16.4352,24.6363,0.2072,12.0979,5.4342,0.408,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.9499,discharge,1,-6.0,4.08466,702.7,101,19.2583,18.3448,0.1937,9.0939,4.8074,0.4925,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.21,0.95,charge,0,1.497,4.09123,108.0,101,19.1442,23.1628,0.2396,14.965,7.0177,0.2194,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.9499,discharge,2,-11.999,4.08516,627.1,101,21.3314,11.4889,0.1713,5.9127,3.611,0.7104,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.11,0.95,charge,1,2.194,4.09426,173.8,92,14.4148,22.8073,0.1569,11.0917,1.3268,0.3817,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.32,0.9498,discharge,3,-24.001,4.08567,632.2,101,19.6212,7.6166,0.142,3.5057,2.5148,0.9741,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.42,0.95,charge,2,2.283,4.09814,308.3,56,19.1684,25.4519,0.1189,0.01,2999.8057,0.4338,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.9,discharge,0,-3.001,4.06696,4826.2,101,15.8134,18.8743,0.1616,11.7089,6.1732,0.3354,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.63,0.8999,discharge,1,-6.0,4.06746,702.1,101,18.2294,14.9724,0.1569,9.1441,5.2536,0.6496,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.9,charge,0,1.497,4.07336,107.3,101,14.3428,20.4779,0.153,10.2156,5.7716,0.204,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.32,0.8999,discharge,2,-11.999,4.06763,626.9,101,20.4351,9.6225,0.1721,6.2402,4.624,0.8858,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.21,0.9,charge,1,2.248,4.07572,173.7,101,15.1425,18.6977,0.157,10.0721,6.2808,0.2454,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.74,0.8998,discharge,3,-24.001,4.06814,635.3,101,19.6764,6.2937,0.1629,4.1964,4.5602,1.3158,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.63,0.9,charge,2,2.999,4.07808,307.7,101,14.6363,17.6758,0.1531,9.9304,6.5536,0.2858,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.8,discharge,0,-3.001,4.0061,5446.2,101,14.018,13.8958,0.1181,17.2458,8.7751,0.3285,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.7999,discharge,1,-5.997,4.00745,702.6,101,18.0775,9.4552,0.1446,13.7984,7.5438,0.5061,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.21,0.8,charge,0,1.497,4.01487,107.1,101,14.5755,12.8132,0.1208,11.5409,7.5512,0.1259,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.7999,discharge,2,-11.999,4.00846,626.9,101,20.2178,5.9405,0.1767,9.4542,6.1561,0.8048,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.11,0.8,charge,1,2.248,4.01875,174.0,101,11.118,15.5427,0.0957,10.9613,7.547,0.2541,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.53,0.7998,discharge,3,-24.001,4.00981,635.3,101,19.2588,4.326,0.1848,6.4251,5.7877,1.0728,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.11,0.8,charge,2,2.999,4.02262,307.9,101,13.9346,11.7287,0.1123,10.7611,8.2706,0.2207,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.7,discharge,0,-3.001,3.9107,5446.4,101,14.5538,10.9975,0.1204,16.6623,8.6167,0.2958,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.53,0.6999,discharge,1,-6.0,3.91137,702.3,101,17.0609,8.2526,0.135,12.7178,6.8809,0.4713,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.11,0.7,charge,0,1.497,3.91811,107.1,101,14.9986,9.9069,0.1224,10.1044,7.2123,0.1282,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.53,0.6999,discharge,2,-11.999,3.91205,627.0,101,19.8392,4.585,0.1827,8.6129,5.7001,0.7825,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.11,0.7,charge,1,2.248,3.92149,175.6,101,15.6746,8.7087,0.1162,9.232,7.3786,0.1552,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.6998,discharge,3,-24.001,3.91306,635.3,101,18.1079,4.0891,0.1644,6.0875,5.7075,1.3818,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.21,0.7,charge,2,2.999,3.92452,308.1,101,14.3659,8.9792,0.1125,8.7014,7.4963,0.179,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.5999,discharge,0,-3.001,3.81108,5446.3,101,15.973,8.5163,0.1122,13.62,8.9892,0.233,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.63,0.5999,discharge,1,-6.0,3.81226,702.5,101,17.3597,6.8769,0.1275,10.6851,7.4382,0.3843,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.6,charge,0,1.497,3.8163,107.1,101,15.072,9.4371,0.1155,9.9561,6.7569,0.1551,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.53,0.5999,discharge,2,-11.999,3.81276,626.8,101,19.5604,3.8551,0.1728,8.4289,7.3672,0.6447,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.11,0.6,charge,1,2.248,3.81917,174.1,101,13.9018,10.3374,0.1257,10.7149,8.1086,0.2216,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.53,0.5998,discharge,3,-24.001,3.81293,635.4,101,18.3469,3.119,0.1784,6.8167,7.5292,0.8241,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.32,0.6,charge,2,2.999,3.8222,307.6,101,10.6415,12.4657,0.0933,10.8063,8.089,0.3486,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.11,0.5,discharge,0,-3.001,3.70842,5446.4,101,13.9942,9.4669,0.102,12.5982,11.2025,0.1429,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.84,0.5,discharge,1,-6.0,3.70876,702.2,101,17.3615,6.4755,0.1172,11.7287,10.3451,0.2683,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.84,0.5,charge,0,1.497,3.71365,107.7,101,14.1907,10.0569,0.1075,10.7122,10.6232,0.0906,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.21,0.4999,discharge,2,-11.999,3.70909,626.8,101,18.7674,3.7342,0.1435,9.3252,8.403,0.4447,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.11,0.5,charge,1,2.248,3.71651,174.3,101,13.6734,9.2955,0.1021,10.3795,10.2375,0.1179,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.53,0.4998,discharge,3,-24.001,3.70977,635.3,101,18.1134,2.9057,0.1533,7.4644,7.2715,0.8989,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.63,0.5,charge,2,2.999,3.72039,310.7,101,13.9904,8.0669,0.1109,10.1175,10.0383,0.1453,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.21,0.4,discharge,0,-3.001,3.63155,5446.3,101,14.1174,9.7218,0.105,12.3031,11.7792,0.1485,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.63,0.3999,discharge,1,-6.0,3.63189,702.6,101,17.2542,6.5206,0.1108,11.4232,10.5715,0.2688,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.4,charge,0,1.497,3.63661,107.1,101,14.0049,9.847,0.1008,10.0652,10.7724,0.0882,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.63,0.3999,discharge,2,-11.999,3.6324,626.8,101,19.2442,3.7561,0.1469,9.9431,9.3459,0.4721,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.0,0.4,charge,1,2.248,3.63998,174.2,101,11.9645,11.3025,0.0862,9.7693,10.2249,0.1363,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.32,0.3998,discharge,3,-24.001,3.63307,635.3,101,18.279,2.7821,0.1459,7.9542,7.7667,0.8753,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.32,0.4,charge,2,2.999,3.64487,308.0,101,13.4119,8.963,0.0915,9.3387,9.9647,0.1466,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.32,0.3,discharge,0,-2.999,3.57239,5446.2,101,15.4421,10.0905,0.1174,12.9641,11.6756,0.1782,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.53,0.2999,discharge,1,-6.0,3.57306,702.3,101,17.6033,7.6072,0.1284,12.4378,10.8012,0.2928,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.21,0.3,charge,0,1.497,3.57744,107.9,101,14.3575,10.7357,0.1026,9.9437,10.2216,0.0905,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.2999,discharge,2,-11.999,3.57357,626.9,101,19.3973,4.5804,0.1458,11.3941,9.8757,0.5932,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.11,0.3,charge,1,2.248,3.58031,174.0,101,15.8371,8.6653,0.1053,10.0669,10.4696,0.1571,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.2998,discharge,3,-24.001,3.57441,635.2,101,17.9093,4.1222,0.1445,10.2689,9.0729,1.2281,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.42,0.3,charge,2,2.999,3.5852,307.9,101,13.7046,9.659,0.096,9.7257,10.2452,0.1677,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.32,0.2,discharge,0,-3.001,3.47378,5446.0,101,15.2419,14.225,0.133,15.2425,9.3455,0.3206,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.74,0.1999,discharge,1,-6.0,3.47395,702.4,101,17.6683,11.7106,0.153,17.5422,10.0156,0.5962,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.32,0.2,charge,0,1.497,3.47883,107.8,101,16.8944,11.9241,0.1351,10.1953,8.3521,0.1272,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.21,0.1999,discharge,2,-11.999,3.47428,626.9,101,20.4384,7.1786,0.1882,25.1574,14.0959,1.1588,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.21,0.2,charge,1,2.248,3.48153,174.0,101,14.537,12.5994,0.1201,10.2169,9.0148,0.1595,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.1998,discharge,3,-24.001,3.47479,635.2,85,19.2312,5.6011,0.1935,105.2713,50.2842,2.3908,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.42,0.2,charge,2,2.999,3.4849,265.0,101,14.8628,10.4963,0.119,10.2026,9.6331,0.2091,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.15,discharge,0,-3.001,3.41748,4845.2,101,15.4552,17.8879,0.1848,25.6291,10.3092,0.4643,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.32,0.1499,discharge,1,-6.0,3.41815,702.7,101,17.2214,15.6402,0.1881,49.2503,17.3982,1.1469,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.0,0.15,charge,0,1.497,3.42489,107.9,101,15.0096,15.9718,0.1448,9.5836,6.6525,0.1584,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.21,0.15,charge,1,2.248,3.42995,174.0,101,14.6424,13.8903,0.1177,8.5498,6.7016,0.2537,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,0.0,0.15,charge,2,2.999,3.42793,109.0,101,13.643,15.1872,0.1373,9.1747,8.0095,0.2357,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.1,discharge,0,-3.001,3.37331,4845.1,101,17.0494,27.2522,0.3501,158.3995,22.7381,1.1453,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.21,0.0999,discharge,1,-6.0,3.37466,702.6,101,20.1238,200.0,19.0034,17.7328,0.2418,4.4307,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.42,0.1,charge,0,1.497,3.38697,107.9,101,15.4892,20.5669,0.1997,13.8022,6.3325,0.2485,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.32,0.0999,discharge,2,-11.999,3.37736,626.9,36,21.8168,8.7422,0.1819,91.5232,5.2789,4.9245,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.11,0.1,charge,1,2.248,3.38579,88.3,101,15.4659,19.2723,0.1821,12.4904,6.5052,0.3211,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.11,0.1,charge,2,2.999,3.38376,67.0,101,15.4851,19.1737,0.1767,11.5492,6.6603,0.3318,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
10,10.41,1.0,discharge,0,-3.001,4.18832,99999.0,101,10.3085,9.8214,0.1482,17.7893,7.7674,0.3202,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.9999,discharge,1,-6.0,4.18799,756.6,101,10.6436,9.9324,0.1397,14.1892,6.3435,0.6512,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.04,0.9998,discharge,2,-18.001,4.18765,862.3,101,14.6042,4.7258,0.1823,7.0244,4.0526,0.935,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.78,0.9997,discharge,3,-36.0,4.18731,1285.5,101,13.6372,3.3991,0.1554,3.815,2.456,1.0416,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.67,0.95,discharge,0,-2.998,4.09106,6103.1,101,10.1607,7.8354,0.1189,9.1619,6.5496,0.2033,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.25,0.95,charge,0,1.497,4.09258,142.6,101,10.0017,8.1009,0.1131,9.9002,7.1975,0.1291,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.9499,discharge,1,-5.997,4.09123,626.9,101,9.5134,8.3211,0.1122,7.8282,5.6492,0.4339,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.36,0.95,charge,1,2.999,4.09342,243.9,101,10.0183,8.1134,0.1217,10.3162,7.7761,0.2363,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.36,0.9498,discharge,2,-18.001,4.0914,643.8,101,13.8507,3.3219,0.1797,4.537,4.256,0.7506,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.9501,charge,2,4.498,4.09528,647.2,101,10.3081,6.6427,0.105,6.8404,3.0428,0.7543,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.9497,discharge,3,-36.0,4.0919,659.4,101,13.3242,2.6056,0.1798,2.972,4.0926,1.243,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.9501,charge,3,4.411,4.0973,1254.6,101,12.3596,10.9137,0.0874,0.01,2999.9983,0.0938,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.25,0.9,discharge,0,-3.001,4.07201,4862.2,101,9.889,6.8417,0.1121,8.7719,6.8912,0.2122,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.36,0.9,charge,0,1.497,4.07353,141.4,101,9.6136,7.0475,0.1121,7.7401,6.5049,0.0968,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.36,0.8999,discharge,1,-6.0,4.07218,626.9,101,9.8683,6.8047,0.1143,7.6971,6.169,0.3588,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.9,charge,1,2.999,4.07437,242.5,101,9.6019,6.9055,0.1136,7.2062,6.4054,0.1739,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.8998,discharge,2,-18.001,4.07235,643.7,101,13.8047,2.5358,0.217,4.9082,5.492,0.8077,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.9001,charge,2,4.498,4.07572,647.1,101,10.7405,5.757,0.1128,6.8962,6.5317,0.2687,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.36,0.8996,discharge,3,-36.0,4.07286,660.7,101,13.2913,2.0768,0.2069,4.1662,7.025,1.3207,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.9,charge,3,5.997,4.07758,1253.6,101,9.5442,6.3168,0.0934,4.8306,2.7252,0.6538,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.25,0.8,discharge,0,-3.001,4.01605,5478.8,101,9.3783,5.96,0.1152,13.9436,9.6956,0.1966,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.36,0.8,charge,0,1.497,4.01824,141.6,101,9.1665,5.9159,0.1061,10.5529,8.0795,0.0992,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.7999,discharge,1,-6.0,4.01639,626.9,101,9.3609,5.8443,0.095,11.9146,8.1484,0.4369,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.25,0.8,charge,1,2.999,4.01959,244.3,101,8.5889,6.443,0.098,9.2426,7.6,0.2018,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.7998,discharge,2,-18.001,4.01672,643.8,101,13.3124,1.9208,0.3048,7.5954,7.08,0.6868,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.8,charge,2,4.498,4.02144,647.2,101,9.6152,5.3364,0.1196,8.5324,7.9053,0.2324,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.25,0.7997,discharge,3,-36.0,4.01723,660.3,101,12.7395,1.6753,0.2311,5.7133,6.6314,0.9945,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.8,charge,3,5.997,4.0233,1263.4,101,9.1277,5.7019,0.0961,8.0441,7.7457,0.3621,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.7,discharge,0,-3.001,3.91356,5480.0,101,8.6378,6.1965,0.1,13.8812,9.6552,0.2252,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.7,charge,0,1.497,3.91575,141.5,101,9.054,5.6201,0.1115,9.3112,7.5355,0.1012,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.6999,discharge,1,-6.0,3.91373,626.9,101,9.1733,5.6099,0.1168,11.3997,7.9564,0.3347,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.7,charge,1,2.999,3.91727,242.7,101,9.0392,5.56,0.1136,7.7645,7.0132,0.1724,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.25,0.6999,discharge,2,-18.001,3.9139,643.6,101,13.039,1.8443,0.3509,6.3496,6.3047,0.6434,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.7,charge,2,4.498,3.92047,652.0,101,8.9632,5.42,0.1046,6.8621,7.1747,0.237,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.6994,discharge,3,-36.0,3.91508,660.4,101,12.6821,1.4922,0.329,5.3378,7.6364,0.9164,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.7001,charge,3,5.997,3.92216,1264.0,101,8.3724,5.8803,0.1055,6.6798,7.6159,0.2709,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.36,0.6,discharge,0,-3.001,3.82254,5479.7,101,9.1535,5.4285,0.0943,12.7155,8.679,0.2011,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.6,charge,0,1.497,3.82389,141.3,101,8.9497,5.7859,0.1089,11.3631,10.3491,0.1208,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.5999,discharge,1,-6.0,3.82321,626.8,101,9.1236,5.5141,0.1178,9.6018,7.0645,0.3425,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.6,charge,1,2.999,3.82625,244.3,101,8.4744,6.2026,0.1114,12.1248,10.7172,0.1881,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.5997,discharge,2,-18.001,3.82287,643.6,101,13.0243,1.5574,0.3288,6.7261,7.8707,0.5114,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.6,charge,2,4.498,3.82945,652.6,101,8.9857,5.4389,0.1086,10.9316,9.4518,0.208,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.5996,discharge,3,-36.0,3.82355,660.3,101,12.5885,1.229,0.27,5.9481,8.2466,0.8221,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.6001,charge,3,5.997,3.83215,1255.1,101,8.4741,5.8782,0.0936,9.4215,8.3155,0.3138,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.5,discharge,0,-3.001,3.71129,5480.1,101,9.0254,5.1536,0.1066,10.096,10.8575,0.1061,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.5,charge,0,1.497,3.71247,141.4,101,8.8777,5.1975,0.1095,9.0828,10.1492,0.0729,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.36,0.4999,discharge,1,-6.0,3.71129,626.9,101,9.5146,4.6117,0.0982,9.1435,9.6039,0.2159,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.5,charge,1,2.999,3.71331,242.8,101,8.3975,5.6541,0.0852,8.7951,9.6706,0.1267,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.36,0.4997,discharge,2,-17.999,3.71145,643.7,101,13.0102,1.0238,0.2958,7.1776,8.2335,0.4094,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.67,0.5,charge,2,4.498,3.7155,653.4,101,8.9028,5.082,0.0979,8.5908,9.6344,0.1766,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.4997,discharge,3,-36.0,3.71247,660.4,101,12.4715,1.0458,0.2561,6.0323,7.2508,0.8239,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.5,charge,3,5.997,3.71786,1253.6,101,7.2102,6.7489,0.0852,8.3319,9.131,0.2296,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.36,0.4,discharge,0,-3.001,3.63425,5479.6,101,8.5965,5.6903,0.0909,9.6966,10.9767,0.1165,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.4,charge,0,1.497,3.63577,142.4,101,9.4903,4.7631,0.0974,8.8919,10.6813,0.0722,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.3999,discharge,1,-6.0,3.63459,626.9,101,8.5651,5.6709,0.0994,9.3854,10.5989,0.1826,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.4,charge,1,2.999,3.63695,242.5,101,8.5047,5.6904,0.0917,8.8012,10.5431,0.1049,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.3998,discharge,2,-18.001,3.63476,643.8,101,13.0421,1.0794,0.246,7.8854,9.2303,0.445,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.67,0.4001,charge,2,4.498,3.63948,647.1,101,9.4623,4.6057,0.0918,8.1585,9.819,0.14,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.3997,discharge,3,-36.0,3.6356,660.6,101,12.5977,1.0113,0.2633,6.4898,7.6736,0.7199,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.4001,charge,3,5.997,3.64184,1253.5,101,9.0044,5.0819,0.0986,7.8826,9.5218,0.1514,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.3,discharge,0,-3.001,3.57576,5480.0,101,9.3777,5.4956,0.0984,10.3359,11.4248,0.1113,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.3,charge,0,1.497,3.57711,141.5,101,8.6929,6.1106,0.0888,9.6853,11.7113,0.0708,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.3,discharge,1,-6.0,3.5761,626.9,101,9.4046,5.4409,0.0931,10.0536,10.8528,0.2334,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.67,0.3,charge,1,2.999,3.57846,244.1,101,8.7042,6.0055,0.1029,9.2162,10.8139,0.1045,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.2998,discharge,2,-18.001,3.57643,643.7,101,13.3252,1.3308,0.2218,9.1757,10.132,0.5286,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.67,0.3,charge,2,4.498,3.582,647.7,101,8.7478,5.8893,0.0895,8.6027,10.1421,0.151,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.2997,discharge,3,-36.0,3.57778,660.3,101,12.8501,1.3467,0.2436,8.5607,9.8253,1.113,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.36,0.3,charge,3,5.997,3.58621,1263.9,101,8.7286,5.8819,0.0931,7.6818,9.1597,0.1786,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.2,discharge,0,-2.998,3.48035,5479.6,101,9.3394,7.1623,0.1001,11.1753,10.1784,0.1582,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.2,charge,0,1.497,3.4817,141.5,101,9.7015,6.5169,0.1083,9.8974,10.2471,0.0777,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.57,0.1999,discharge,1,-6.0,3.48052,627.0,101,9.2946,7.0983,0.1031,10.9644,9.6619,0.3114,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
10,9.46,0.2,charge,1,2.999,3.48271,243.0,101,9.8624,6.3858,0.1043,9.9091,10.473,0.1281,03-22-19_15.28 746_HPPC_10degC_IN21700_30T.mat
