cell,cycle,SOH,CAP_Ah,SOC,soc_group,tau_s,direction,V_pre_V,V_min_V,n_rates,I_max_meas_A,I_star_lin4_A,I_star_lin2hi_A,spread_A,extrap,fit_r2
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.955,1,10.0,discharge,4.0951,2.5,4,-31.066,-98.743,-106.138,7.395,3.178,0.99783
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.9099,2,2.0,discharge,4.0793,2.5,4,-31.064,-114.215,-123.234,9.019,3.677,0.99852
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.9099,2,10.0,discharge,4.0793,2.5,4,-31.064,-96.918,-103.59,6.672,3.12,0.99841
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.8199,3,2.0,discharge,4.0213,2.5,4,-31.066,-112.358,-119.018,6.66,3.617,0.99911
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.8199,3,10.0,discharge,4.0213,2.5,4,-31.066,-92.929,-101.134,8.205,2.991,0.99686
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.7298,4,2.0,discharge,3.9214,2.5,4,-31.064,-110.58,-117.161,6.581,3.56,0.99907
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.7298,4,10.0,discharge,3.9214,2.5,4,-31.064,-92.593,-98.165,5.572,2.981,0.99784
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.6398,5,2.0,discharge,3.8369,2.5,4,-31.064,-107.613,-111.814,4.201,3.464,0.99955
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.6398,5,10.0,discharge,3.8369,2.5,4,-31.064,-87.866,-91.179,3.313,2.829,0.99928
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.5498,6,2.0,discharge,3.7436,2.5,4,-31.064,-101.036,-103.491,2.455,3.253,0.99985
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.5498,6,10.0,discharge,3.7436,2.5,4,-31.064,-81.065,-83.631,2.567,2.61,0.99952
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.4597,7,2.0,discharge,3.6606,2.5,4,-31.064,-95.122,-96.965,1.843,3.062,0.99991
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.4597,7,10.0,discharge,3.6606,2.5,4,-31.064,-75.885,-77.776,1.892,2.443,0.99968
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.3697,8,2.0,discharge,3.5975,2.5,4,-31.062,-87.128,-88.995,1.867,2.805,0.99989
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.3697,8,10.0,discharge,3.5975,2.5,4,-31.062,-68.73,-69.838,1.108,2.213,0.99985
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.2796,9,2.0,discharge,3.5166,2.5,4,-31.065,-74.456,-76.553,2.097,2.397,0.99974
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.2796,9,10.0,discharge,3.5166,2.5,4,-31.065,-54.263,-52.848,1.416,1.747,0.99962
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.2346,10,2.0,discharge,3.465,2.5,4,-31.063,-64.055,-65.133,1.079,2.062,0.99989
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.2346,10,10.0,discharge,3.465,2.5,4,-31.063,-41.329,-39.27,2.059,1.33,0.9957
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.1896,11,2.0,discharge,3.4234,2.5,4,-31.063,-51.158,-50.739,0.419,1.647,0.9999
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.1896,11,10.0,discharge,3.4234,2.5,4,-31.063,-30.268,-31.055,0.786,0.974,0.9919
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.1446,12,2.0,discharge,3.3724,2.5,4,-21.6,-26.131,-20.111,6.02,1.21,0.83553
BOOST_NEGPULSE_1S,606,0.90836,2.70183,0.1446,12,10.0,discharge,3.3724,2.5,4,-21.6,-20.602,,,0.954,0.98188
BOOST_NEGPULSE_1S,643,0.90059,2.67871,1.0,0,2.0,discharge,4.1412,2.5,4,-30.782,-104.512,-117.028,12.516,3.395,0.99524
BOOST_NEGPULSE_1S,643,0.90059,2.67871,1.0,0,10.0,discharge,4.1412,2.5,4,-30.782,-95.373,-106.708,11.335,3.098,0.9936
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.9554,1,2.0,discharge,4.0946,2.5,4,-30.78,-109.512,-120.408,10.896,3.558,0.99719
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.9554,1,10.0,discharge,4.0946,2.5,4,-30.78,-96.673,-104.642,7.969,3.141,0.99741
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.9108,2,2.0,discharge,4.0792,2.5,4,-30.78,-111.302,-119.589,8.287,3.616,0.99839
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.9108,2,10.0,discharge,4.0792,2.5,4,-30.78,-94.881,-101.738,6.857,3.083,0.99813
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.8215,3,2.0,discharge,4.0209,2.5,4,-30.782,-110.323,-115.803,5.48,3.584,0.99916
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.8215,3,10.0,discharge,4.0209,2.5,4,-30.782,-91.286,-99.406,8.12,2.966,0.99676
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.7323,4,2.0,discharge,3.9213,2.5,4,-30.781,-108.662,-114.069,5.407,3.53,0.99917
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.7323,4,10.0,discharge,3.9213,2.5,4,-30.781,-90.883,-96.519,5.636,2.953,0.99779
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.6431,5,2.0,discharge,3.838,2.5,4,-30.782,-105.81,-108.934,3.124,3.437,0.99969
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.6431,5,10.0,discharge,3.838,2.5,4,-30.782,-86.362,-89.726,3.365,2.806,0.9992
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.5538,6,2.0,discharge,3.7462,2.5,4,-30.782,-99.301,-102.07,2.769,3.226,0.99978
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.5538,6,10.0,discharge,3.7462,2.5,4,-30.782,-79.758,-82.523,2.764,2.591,0.99944
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.4646,7,2.0,discharge,3.6624,2.5,4,-30.78,-92.983,-95.025,2.042,3.021,0.99987
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.4646,7,10.0,discharge,3.6624,2.5,4,-30.78,-74.619,-76.676,2.057,2.424,0.99962
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.3754,8,2.0,discharge,3.5991,2.5,4,-30.78,-85.784,-87.744,1.959,2.787,0.99986
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.3754,8,10.0,discharge,3.5991,2.5,4,-30.78,-67.682,-68.848,1.166,2.199,0.99983
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.2862,9,2.0,discharge,3.5192,2.5,4,-30.78,-73.255,-74.012,0.757,2.38,0.99993
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.2862,9,10.0,discharge,3.5192,2.5,4,-30.78,-53.709,-52.404,1.305,1.745,0.99968
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.2416,10,2.0,discharge,3.4691,2.5,4,-30.78,-63.073,-63.631,0.558,2.049,0.99997
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.2416,10,10.0,discharge,3.4691,2.5,4,-30.78,-41.25,-39.3,1.949,1.34,0.99635
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.197,11,2.0,discharge,3.4268,2.5,4,-30.78,-51.287,-50.98,0.306,1.666,0.99998
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.197,11,10.0,discharge,3.4268,2.5,4,-30.78,-30.288,-30.772,0.484,0.984,0.99537
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.1524,12,2.0,discharge,3.3781,2.5,4,-21.412,-27.426,-21.304,6.122,1.281,0.88054
BOOST_NEGPULSE_1S,643,0.90059,2.67871,0.1524,12,10.0,discharge,3.3781,2.5,4,-21.412,-21.097,-21.325,0.228,0.985,0.99099
BOOST_NEGPULSE_1S,681,0.89744,2.66936,1.0,0,2.0,discharge,4.1392,2.5,4,-30.685,-102.157,-115.24,13.083,3.329,0.9946
BOOST_NEGPULSE_1S,681,0.89744,2.66936,1.0,0,10.0,discharge,4.1392,2.5,4,-30.685,-93.491,-104.928,11.436,3.047,0.99328
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.9555,1,2.0,discharge,4.0935,2.5,4,-30.684,-106.496,-116.904,10.407,3.471,0.99705
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.9555,1,10.0,discharge,4.0935,2.5,4,-30.684,-94.431,-102.424,7.994,3.078,0.99721
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.911,2,2.0,discharge,4.0785,2.5,4,-30.685,-109.005,-117.519,8.514,3.552,0.99808
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.911,2,10.0,discharge,4.0785,2.5,4,-30.685,-92.688,-100.092,7.404,3.021,0.99776
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.8221,3,2.0,discharge,4.0191,2.5,4,-30.686,-107.576,-114.647,7.071,3.506,0.99884
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.8221,3,10.0,discharge,4.0191,2.5,4,-30.686,-89.431,-97.653,8.222,2.914,0.99647
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.7332,4,2.0,discharge,3.92,2.5,4,-30.684,-106.171,-112.671,6.5,3.46,0.99909
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.7332,4,10.0,discharge,3.92,2.5,4,-30.684,-89.112,-94.679,5.567,2.904,0.99781
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.6442,5,2.0,discharge,3.8361,2.5,4,-30.685,-103.17,-107.678,4.508,3.362,0.99952
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.6442,5,10.0,discharge,3.8361,2.5,4,-30.685,-84.404,-87.922,3.518,2.751,0.99916
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.5553,6,2.0,discharge,3.7451,2.5,4,-30.684,-97.139,-100.082,2.943,3.166,0.99975
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.5553,6,10.0,discharge,3.7451,2.5,4,-30.684,-78.115,-80.987,2.872,2.546,0.99935
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.4663,7,2.0,discharge,3.6617,2.5,4,-30.685,-90.652,-92.979,2.326,2.954,0.99984
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.4663,7,10.0,discharge,3.6617,2.5,4,-30.685,-72.99,-75.1,2.109,2.379,0.99958
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.3774,8,2.0,discharge,3.5983,2.5,4,-30.684,-83.636,-85.969,2.333,2.726,0.99977
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.3774,8,10.0,discharge,3.5983,2.5,4,-30.684,-66.049,-67.394,1.345,2.153,0.99977
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.2884,9,2.0,discharge,3.5181,2.5,4,-30.683,-70.877,-72.592,1.715,2.31,0.99977
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.2884,9,10.0,discharge,3.5181,2.5,4,-30.683,-51.897,-50.71,1.188,1.691,0.9997
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.244,10,2.0,discharge,3.468,2.5,4,-30.684,-61.126,-61.846,0.72,1.992,0.99994
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.244,10,10.0,discharge,3.468,2.5,4,-30.684,-39.776,-38.034,1.742,1.296,0.99644
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.1995,11,2.0,discharge,3.4262,2.5,4,-30.685,-49.295,-49.144,0.151,1.606,0.99999
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.1995,11,10.0,discharge,3.4262,2.5,4,-30.685,-29.763,-30.676,0.913,0.97,0.99075
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.155,12,2.0,discharge,3.3762,2.5,4,-21.343,-26.322,-20.393,5.929,1.233,0.84894
BOOST_NEGPULSE_1S,681,0.89744,2.66936,0.155,12,10.0,discharge,3.3762,2.5,4,-21.343,-20.597,,,0.965,0.98497
BOOST_NEGPULSE_1S,718,0.87569,2.60465,1.0,0,2.0,discharge,4.1346,2.5,4,-29.909,-94.814,-106.961,12.147,3.17,0.99335
BOOST_NEGPULSE_1S,718,0.87569,2.60465,1.0,0,10.0,discharge,4.1346,2.5,4,-29.909,-87.368,-98.777,11.409,2.921,0.99219
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.9566,1,2.0,discharge,4.0905,2.5,4,-29.909,-98.999,-110.874,11.875,3.31,0.99548
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.9566,1,10.0,discharge,4.0905,2.5,4,-29.909,-87.99,-96.634,8.645,2.942,0.99603
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.9133,2,2.0,discharge,4.0771,2.5,4,-29.909,-100.912,-111.196,10.283,3.374,0.997
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.9133,2,10.0,discharge,4.0771,2.5,4,-29.909,-86.473,-94.474,8.001,2.891,0.99681
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.8266,3,2.0,discharge,4.0154,2.5,4,-29.909,-100.852,-109.415,8.563,3.372,0.99813
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.8266,3,10.0,discharge,4.0154,2.5,4,-29.909,-83.987,-92.058,8.071,2.808,0.99616
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.7399,4,2.0,discharge,3.9189,2.5,4,-29.909,-99.715,-107.082,7.368,3.334,0.99859
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.7399,4,10.0,discharge,3.9189,2.5,4,-29.909,-83.391,-88.909,5.518,2.788,0.99767
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.6532,5,2.0,discharge,3.8378,2.5,4,-29.909,-96.724,-101.173,4.449,3.234,0.99934
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.6532,5,10.0,discharge,3.8378,2.5,4,-29.909,-79.374,-83.141,3.767,2.654,0.9989
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.5665,6,2.0,discharge,3.7497,2.5,4,-29.91,-91.098,-94.485,3.386,3.046,0.99961
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.5665,6,10.0,discharge,3.7497,2.5,4,-29.91,-73.628,-76.903,3.275,2.462,0.99909
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.4798,7,2.0,discharge,3.6658,2.5,4,-29.909,-85.346,-87.2,1.854,2.854,0.99978
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.4798,7,10.0,discharge,3.6658,2.5,4,-29.909,-68.856,-71.23,2.374,2.302,0.99938
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.3931,8,2.0,discharge,3.6023,2.5,4,-29.908,-78.474,-81.083,2.609,2.624,0.99963
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.3931,8,10.0,discharge,3.6023,2.5,4,-29.908,-62.297,-63.777,1.48,2.083,0.99964
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.3064,9,2.0,discharge,3.5243,2.5,4,-29.908,-67.082,-69.04,1.958,2.243,0.99961
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.3064,9,10.0,discharge,3.5243,2.5,4,-29.908,-49.405,-48.663,0.742,1.652,0.99988
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.2631,10,2.0,discharge,3.4762,2.5,4,-29.908,-58.333,-58.852,0.519,1.95,0.99981
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.2631,10,10.0,discharge,3.4762,2.5,4,-29.908,-38.599,-37.238,1.361,1.291,0.9979
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.2197,11,2.0,discharge,3.4335,2.5,4,-29.909,-47.768,-47.99,0.222,1.597,0.99995
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.2197,11,10.0,discharge,3.4335,2.5,4,-29.909,-29.291,-29.905,0.614,0.979,0.99523
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.1764,12,2.0,discharge,3.3878,2.5,4,-21.857,-27.641,-22.202,5.438,1.265,0.91849
BOOST_NEGPULSE_1S,718,0.87569,2.60465,0.1764,12,10.0,discharge,3.3878,2.5,4,-21.857,-21.107,-19.753,1.354,0.966,0.99053
BOOST_NEGPULSE_1S,756,0.87784,2.61106,1.0,0,2.0,discharge,4.1334,2.5,4,-30.022,-93.658,-107.695,14.037,3.12,0.99272
BOOST_NEGPULSE_1S,756,0.87784,2.61106,1.0,0,10.0,discharge,4.1334,2.5,4,-30.022,-85.827,-96.563,10.736,2.859,0.9925
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.9565,1,2.0,discharge,4.0909,2.5,4,-30.022,-97.348,-108.225,10.876,3.243,0.99572
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.9565,1,10.0,discharge,4.0909,2.5,4,-30.022,-86.317,-94.484,8.167,2.875,0.99614
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.913,2,2.0,discharge,4.077,2.5,4,-30.022,-98.995,-108.362,9.368,3.297,0.99712
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.913,2,10.0,discharge,4.077,2.5,4,-30.022,-84.721,-92.546,7.825,2.822,0.99668
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.826,3,2.0,discharge,4.0152,2.5,4,-30.021,-97.826,-107.105,9.28,3.259,0.99752
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.826,3,10.0,discharge,4.0152,2.5,4,-30.021,-81.903,-90.109,8.206,2.728,0.9956
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.7389,4,2.0,discharge,3.9092,2.5,4,-30.022,-95.639,-102.811,7.173,3.186,0.99827
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.7389,4,10.0,discharge,3.9092,2.5,4,-30.022,-80.691,-86.683,5.992,2.688,0.99715
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.6519,5,2.0,discharge,3.8346,2.5,4,-30.022,-94.504,-100.447,5.943,3.148,0.99892
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.6519,5,10.0,discharge,3.8346,2.5,4,-30.022,-77.208,-81.142,3.934,2.572,0.99876
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.5649,6,2.0,discharge,3.7471,2.5,4,-30.021,-88.965,-92.482,3.517,2.963,0.99953
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.5649,6,10.0,discharge,3.7471,2.5,4,-30.021,-71.908,-75.108,3.2,2.395,0.99899
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.4779,7,2.0,discharge,3.6638,2.5,4,-30.022,-83.361,-86.342,2.98,2.777,0.9996
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.4779,7,10.0,discharge,3.6638,2.5,4,-30.022,-67.342,-69.828,2.486,2.243,0.99927
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.3908,8,2.0,discharge,3.5985,2.5,4,-30.022,-76.808,-78.918,2.11,2.558,0.99969
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.3908,8,10.0,discharge,3.5985,2.5,4,-30.022,-60.725,-62.201,1.476,2.023,0.99961
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.3038,9,2.0,discharge,3.5186,2.5,4,-30.02,-64.934,-67.029,2.095,2.163,0.99949
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.3038,9,10.0,discharge,3.5186,2.5,4,-30.02,-47.359,-46.425,0.934,1.578,0.99976
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.2603,10,2.0,discharge,3.4702,2.5,4,-30.022,-56.194,-57.267,1.073,1.872,0.99977
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.2603,10,10.0,discharge,3.4702,2.5,4,-30.022,-36.412,-35.161,1.251,1.213,0.99723
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.2168,11,2.0,discharge,3.4291,2.5,4,-30.021,-45.683,-45.853,0.17,1.522,0.99996
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.2168,11,10.0,discharge,3.4291,2.5,4,-30.021,-28.646,-30.011,1.364,0.954,0.98313
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.1733,12,2.0,discharge,3.3787,2.5,4,-20.883,-25.378,-20.043,5.334,1.215,0.85589
BOOST_NEGPULSE_1S,756,0.87784,2.61106,0.1733,12,10.0,discharge,3.3787,2.5,4,-20.883,-20.159,,,0.965,0.98352
BOOST_NEGPULSE_1S,793,0.86867,2.58376,1.0,0,2.0,discharge,4.1317,2.5,4,-29.662,-91.249,-104.537,13.288,3.076,0.99227
BOOST_NEGPULSE_1S,793,0.86867,2.58376,1.0,0,10.0,discharge,4.1317,2.5,4,-29.662,-83.938,-94.653,10.715,2.83,0.99219
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.957,1,2.0,discharge,4.0904,2.5,4,-29.664,-94.903,-105.793,10.889,3.199,0.99556
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.957,1,10.0,discharge,4.0904,2.5,4,-29.664,-84.266,-92.515,8.249,2.841,0.99578
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.914,2,2.0,discharge,4.0759,2.5,4,-29.662,-96.526,-106.152,9.626,3.254,0.99672
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.914,2,10.0,discharge,4.0759,2.5,4,-29.662,-82.734,-90.781,8.048,2.789,0.99624
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.828,3,2.0,discharge,4.0126,2.5,4,-29.664,-96.451,-102.984,6.533,3.251,0.99823
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.828,3,10.0,discharge,4.0126,2.5,4,-29.664,-80.741,-88.448,7.707,2.722,0.9958
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.742,4,2.0,discharge,3.9167,2.5,4,-29.662,-95.397,-100.875,5.479,3.216,0.99872
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.742,4,10.0,discharge,3.9167,2.5,4,-29.662,-79.958,-85.445,5.487,2.696,0.99754
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.656,5,2.0,discharge,3.8345,2.5,4,-29.662,-92.85,-97.819,4.969,3.13,0.99914
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.656,5,10.0,discharge,3.8345,2.5,4,-29.662,-76.042,-79.819,3.776,2.564,0.99882
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.5701,6,2.0,discharge,3.7487,2.5,4,-29.662,-87.211,-90.881,3.669,2.94,0.99946
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.5701,6,10.0,discharge,3.7487,2.5,4,-29.662,-70.476,-73.727,3.251,2.376,0.99891
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.4841,7,2.0,discharge,3.6651,2.5,4,-29.662,-81.631,-83.902,2.27,2.752,0.99963
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.4841,7,10.0,discharge,3.6651,2.5,4,-29.662,-65.855,-68.388,2.533,2.22,0.99921
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.3981,8,2.0,discharge,3.6013,2.5,4,-29.662,-72.327,-76.158,3.832,2.438,0.99902
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.3981,8,10.0,discharge,3.6013,2.5,4,-29.662,-58.098,-60.621,2.523,1.959,0.99882
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.3122,9,2.0,discharge,3.5293,2.5,4,-29.662,-62.999,-66.031,3.031,2.124,0.99896
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.3122,9,10.0,discharge,3.5293,2.5,4,-29.662,-47.368,-47.355,0.012,1.597,0.99989
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.2691,10,2.0,discharge,3.48,2.5,4,-29.661,-55.646,-57.415,1.769,1.876,0.99935
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.2691,10,10.0,discharge,3.48,2.5,4,-29.661,-38.015,-36.968,1.047,1.282,0.99887
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.2262,11,2.0,discharge,3.4376,2.5,4,-29.662,-46.921,-47.581,0.66,1.582,0.99967
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.2262,11,10.0,discharge,3.4376,2.5,4,-29.662,-29.223,-29.655,0.432,0.985,0.99742
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.1832,12,2.0,discharge,3.3964,2.5,4,-22.824,-28.686,-23.773,4.913,1.257,0.94676
BOOST_NEGPULSE_1S,793,0.86867,2.58376,0.1832,12,10.0,discharge,3.3964,2.5,4,-22.824,-21.595,-25.012,3.417,0.946,0.98574
BOOST_NEGPULSE_1S,831,0.87076,2.58998,1.0,0,2.0,discharge,4.1307,2.5,4,-29.767,-90.074,-103.236,13.161,3.026,0.99203
BOOST_NEGPULSE_1S,831,0.87076,2.58998,1.0,0,10.0,discharge,4.1307,2.5,4,-29.767,-82.449,-92.599,10.149,2.77,0.99235
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.9568,1,2.0,discharge,4.09,2.5,4,-29.765,-93.722,-103.843,10.122,3.149,0.99529
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.9568,1,10.0,discharge,4.09,2.5,4,-29.765,-82.609,-90.473,7.864,2.775,0.99579
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.9137,2,2.0,discharge,4.0764,2.5,4,-29.765,-95.174,-103.881,8.707,3.198,0.99676
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.9137,2,10.0,discharge,4.0764,2.5,4,-29.765,-81.126,-88.83,7.704,2.726,0.99619
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.8274,3,2.0,discharge,4.0101,2.5,4,-29.765,-95.074,-104.245,9.171,3.194,0.9976
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.8274,3,10.0,discharge,4.0101,2.5,4,-29.765,-79.302,-86.823,7.521,2.664,0.99573
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.7411,4,2.0,discharge,3.9155,2.5,4,-29.766,-93.559,-100.382,6.823,3.143,0.99836
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.7411,4,10.0,discharge,3.9155,2.5,4,-29.766,-78.417,-83.73,5.313,2.634,0.9975
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.6549,5,2.0,discharge,3.8301,2.5,4,-29.765,-91.393,-97.263,5.87,3.07,0.99883
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.6549,5,10.0,discharge,3.8301,2.5,4,-29.765,-74.387,-78.052,3.665,2.499,0.99882
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.5686,6,2.0,discharge,3.7438,2.5,4,-29.764,-85.305,-89.192,3.888,2.866,0.99934
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.5686,6,10.0,discharge,3.7438,2.5,4,-29.764,-68.844,-72.014,3.17,2.313,0.99884
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.4823,7,2.0,discharge,3.6631,2.5,4,-29.767,-79.701,-83.067,3.366,2.677,0.99941
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.4823,7,10.0,discharge,3.6631,2.5,4,-29.767,-64.315,-66.762,2.447,2.161,0.99918
BOOST_NEGPULSE_1S,831,0.87076,2.58998,0.396,8,2.0,discharge,3.5994,2.5,4,-29.765,-73.125,-76.444,3.319,2.457,0.99933
